Municipio código	Municipio nombre	Situación preferente	Personas residentes viviendas familiares
44240	Valbona	Pensionistas de viudedad u orfandad	16
44240	Valbona	Pensionistas de jubilación	42
44240	Valbona	Realizando o compartiendo las labores del hogar	25
44240	Valbona	Otra situación	4
44241	Valdealgorfa	Estudiantes	108
44241	Valdealgorfa	Ocupados	263
44241	Valdealgorfa	Parados buscando el primer empleo	5
44241	Valdealgorfa	Parados que han trabajado antes	4
44241	Valdealgorfa	Pensionistas de invalidez	7
44241	Valdealgorfa	Pensionistas de viudedad u orfandad	16
44241	Valdealgorfa	Pensionistas de jubilación	230
44241	Valdealgorfa	Realizando tareas de voluntariado	1
44241	Valdealgorfa	Realizando o compartiendo las labores del hogar	92
44241	Valdealgorfa	Otra situación	8
44243	Valdecuenca	Estudiantes	5
44243	Valdecuenca	Ocupados	3
44243	Valdecuenca	Parados buscando el primer empleo	1
44243	Valdecuenca	Pensionistas de viudedad u orfandad	1
44243	Valdecuenca	Pensionistas de jubilación	16
44243	Valdecuenca	Realizando o compartiendo las labores del hogar	6
44244	Valdelinares	Estudiantes	18
44244	Valdelinares	Ocupados	52
44244	Valdelinares	Parados que han trabajado antes	1
44244	Valdelinares	Pensionistas de invalidez	5
44244	Valdelinares	Pensionistas de viudedad u orfandad	1
44244	Valdelinares	Pensionistas de jubilación	36
44244	Valdelinares	Dependientes	1
44244	Valdelinares	Realizando o compartiendo las labores del hogar	5
44244	Valdelinares	Otra situación	5
44245	Valdeltormo	Estudiantes	48
44245	Valdeltormo	Ocupados	123
44245	Valdeltormo	Parados buscando el primer empleo	2
44245	Valdeltormo	Parados que han trabajado antes	6
44245	Valdeltormo	Pensionistas de invalidez	5
44245	Valdeltormo	Pensionistas de viudedad u orfandad	27
44245	Valdeltormo	Pensionistas de jubilación	112
44245	Valdeltormo	Realizando tareas de voluntariado	1
44245	Valdeltormo	Dependientes	1
44245	Valdeltormo	Realizando o compartiendo las labores del hogar	38
44246	Valderrobres	Estudiantes	373
44246	Valderrobres	Ocupados	784
44246	Valderrobres	Parados buscando el primer empleo	4
44246	Valderrobres	Parados que han trabajado antes	30
44246	Valderrobres	Pensionistas de invalidez	20
44246	Valderrobres	Pensionistas de viudedad u orfandad	74
44246	Valderrobres	Pensionistas de jubilación	381
44246	Valderrobres	Realizando o compartiendo las labores del hogar	241
44246	Valderrobres	Otra situación	38
44247	Valjunquera	Estudiantes	57
44247	Valjunquera	Ocupados	146
44247	Valjunquera	Parados buscando el primer empleo	1
44247	Valjunquera	Parados que han trabajado antes	5
44247	Valjunquera	Pensionistas de invalidez	14
44247	Valjunquera	Pensionistas de viudedad u orfandad	4
44247	Valjunquera	Pensionistas de jubilación	157
44247	Valjunquera	Dependientes	1
44247	Valjunquera	Realizando o compartiendo las labores del hogar	36
44247	Valjunquera	Otra situación	2
44249	Vallecillo (El)	Estudiantes	2
44249	Vallecillo (El)	Ocupados	11
44249	Vallecillo (El)	Parados que han trabajado antes	1
44249	Vallecillo (El)	Pensionistas de invalidez	1
44249	Vallecillo (El)	Pensionistas de viudedad u orfandad	1
44249	Vallecillo (El)	Pensionistas de jubilación	26
44249	Vallecillo (El)	Realizando o compartiendo las labores del hogar	6
44249	Vallecillo (El)	Otra situación	1
44250	Veguillas de la Sierra	Ocupados	10
44250	Veguillas de la Sierra	Pensionistas de viudedad u orfandad	1
44250	Veguillas de la Sierra	Pensionistas de jubilación	15
44250	Veguillas de la Sierra	Realizando o compartiendo las labores del hogar	1
44251	Villafranca del Campo	Estudiantes	60
44251	Villafranca del Campo	Ocupados	139
44251	Villafranca del Campo	Parados buscando el primer empleo	1
44251	Villafranca del Campo	Parados que han trabajado antes	12
44251	Villafranca del Campo	Pensionistas de invalidez	4
44251	Villafranca del Campo	Pensionistas de viudedad u orfandad	8
44251	Villafranca del Campo	Pensionistas de jubilación	128
44251	Villafranca del Campo	Realizando tareas de voluntariado	1
44251	Villafranca del Campo	Realizando o compartiendo las labores del hogar	18
44251	Villafranca del Campo	Otra situación	7
44252	Villahermosa del Campo	Estudiantes	6
44252	Villahermosa del Campo	Ocupados	29
44252	Villahermosa del Campo	Parados buscando el primer empleo	1
44252	Villahermosa del Campo	Pensionistas de invalidez	7
44252	Villahermosa del Campo	Pensionistas de viudedad u orfandad	2
44252	Villahermosa del Campo	Pensionistas de jubilación	17
44252	Villahermosa del Campo	Realizando o compartiendo las labores del hogar	12
44252	Villahermosa del Campo	Otra situación	1
44256	Villanueva del Rebollar de la Sierra	Estudiantes	3
44256	Villanueva del Rebollar de la Sierra	Ocupados	13
44256	Villanueva del Rebollar de la Sierra	Parados que han trabajado antes	1
44256	Villanueva del Rebollar de la Sierra	Pensionistas de viudedad u orfandad	2
44256	Villanueva del Rebollar de la Sierra	Pensionistas de jubilación	18
44256	Villanueva del Rebollar de la Sierra	Realizando o compartiendo las labores del hogar	9
44256	Villanueva del Rebollar de la Sierra	Otra situación	2
44257	Villar del Cobo	Estudiantes	25
44257	Villar del Cobo	Ocupados	88
44257	Villar del Cobo	Pensionistas de invalidez	1
44257	Villar del Cobo	Pensionistas de viudedad u orfandad	11
44257	Villar del Cobo	Pensionistas de jubilación	47
44257	Villar del Cobo	Realizando o compartiendo las labores del hogar	46
44257	Villar del Cobo	Otra situación	4
44258	Villar del Salz	Estudiantes	8
44258	Villar del Salz	Ocupados	22
44258	Villar del Salz	Parados que han trabajado antes	4
44258	Villar del Salz	Pensionistas de invalidez	2
44258	Villar del Salz	Pensionistas de viudedad u orfandad	7
44258	Villar del Salz	Pensionistas de jubilación	31
44258	Villar del Salz	Realizando o compartiendo las labores del hogar	19
44258	Villar del Salz	Otra situación	2
44260	Villarluengo	Estudiantes	24
44260	Villarluengo	Ocupados	87
44260	Villarluengo	Parados buscando el primer empleo	2
44260	Villarluengo	Parados que han trabajado antes	6
44260	Villarluengo	Pensionistas de invalidez	3
44260	Villarluengo	Pensionistas de viudedad u orfandad	6
44260	Villarluengo	Pensionistas de jubilación	63
44260	Villarluengo	Realizando o compartiendo las labores del hogar	14
44260	Villarluengo	Otra situación	2
44261	Villarquemado	Estudiantes	146
44261	Villarquemado	Ocupados	351
44261	Villarquemado	Parados buscando el primer empleo	8
44261	Villarquemado	Parados que han trabajado antes	26
44261	Villarquemado	Pensionistas de invalidez	11
44261	Villarquemado	Pensionistas de viudedad u orfandad	64
44261	Villarquemado	Pensionistas de jubilación	199
44261	Villarquemado	Dependientes	1
44261	Villarquemado	Realizando o compartiendo las labores del hogar	118
44261	Villarquemado	Otra situación	18
44262	Villarroya de los Pinares	Estudiantes	24
44262	Villarroya de los Pinares	Ocupados	67
44262	Villarroya de los Pinares	Parados buscando el primer empleo	2
44262	Villarroya de los Pinares	Pensionistas de invalidez	3
44262	Villarroya de los Pinares	Pensionistas de viudedad u orfandad	13
44262	Villarroya de los Pinares	Pensionistas de jubilación	56
44262	Villarroya de los Pinares	Realizando o compartiendo las labores del hogar	29
44262	Villarroya de los Pinares	Otra situación	3
44263	Villastar	Estudiantes	42
44263	Villastar	Ocupados	119
44263	Villastar	Parados buscando el primer empleo	4
44263	Villastar	Parados que han trabajado antes	9
44263	Villastar	Pensionistas de invalidez	14
44263	Villastar	Pensionistas de viudedad u orfandad	22
44263	Villastar	Pensionistas de jubilación	72
44263	Villastar	Realizando o compartiendo las labores del hogar	49
44263	Villastar	Otra situación	12
44264	Villel	Estudiantes	30
44264	Villel	Ocupados	111
44264	Villel	Parados buscando el primer empleo	2
44264	Villel	Parados que han trabajado antes	5
44264	Villel	Pensionistas de invalidez	4
44264	Villel	Pensionistas de viudedad u orfandad	22
44264	Villel	Pensionistas de jubilación	103
44264	Villel	Dependientes	3
44264	Villel	Realizando o compartiendo las labores del hogar	48
44264	Villel	Otra situación	3
44265	Vinaceite	Estudiantes	38
44265	Vinaceite	Ocupados	104
44265	Vinaceite	Parados buscando el primer empleo	1
44265	Vinaceite	Parados que han trabajado antes	5
44265	Vinaceite	Pensionistas de invalidez	10
44265	Vinaceite	Pensionistas de viudedad u orfandad	27
44265	Vinaceite	Pensionistas de jubilación	54
44265	Vinaceite	Realizando o compartiendo las labores del hogar	39
44265	Vinaceite	Otra situación	5
44266	Visiedo	Estudiantes	23
44266	Visiedo	Ocupados	68
44266	Visiedo	Parados que han trabajado antes	3
44266	Visiedo	Pensionistas de invalidez	2
44266	Visiedo	Pensionistas de viudedad u orfandad	13
44266	Visiedo	Pensionistas de jubilación	63
44266	Visiedo	Realizando o compartiendo las labores del hogar	22
44266	Visiedo	Otra situación	1
44267	Vivel del Río Martín	Estudiantes	6
44267	Vivel del Río Martín	Ocupados	22
44267	Vivel del Río Martín	Pensionistas de invalidez	1
44267	Vivel del Río Martín	Pensionistas de viudedad u orfandad	1
44267	Vivel del Río Martín	Pensionistas de jubilación	36
44267	Vivel del Río Martín	Realizando o compartiendo las labores del hogar	18
44268	Zoma (La)	Estudiantes	4
44268	Zoma (La)	Ocupados	8
44268	Zoma (La)	Pensionistas de invalidez	1
44268	Zoma (La)	Pensionistas de viudedad u orfandad	1
44268	Zoma (La)	Pensionistas de jubilación	6
44268	Zoma (La)	Realizando o compartiendo las labores del hogar	9
50001	Abanto	Estudiantes	11
50001	Abanto	Ocupados	43
50001	Abanto	Parados buscando el primer empleo	2
50001	Abanto	Parados que han trabajado antes	5
50001	Abanto	Pensionistas de viudedad u orfandad	13
50001	Abanto	Pensionistas de jubilación	59
50001	Abanto	Realizando o compartiendo las labores del hogar	34
50002	Acered	Estudiantes	16
50002	Acered	Ocupados	79
50002	Acered	Parados que han trabajado antes	2
50002	Acered	Pensionistas de invalidez	3
50002	Acered	Pensionistas de viudedad u orfandad	17
50002	Acered	Pensionistas de jubilación	87
50002	Acered	Realizando o compartiendo las labores del hogar	50
50002	Acered	Otra situación	5
50003	Agón	Estudiantes	13
50003	Agón	Ocupados	70
50003	Agón	Parados buscando el primer empleo	4
50003	Agón	Parados que han trabajado antes	10
50003	Agón	Pensionistas de invalidez	4
50003	Agón	Pensionistas de viudedad u orfandad	8
50003	Agón	Pensionistas de jubilación	37
50003	Agón	Dependientes	1
50003	Agón	Realizando o compartiendo las labores del hogar	30
50003	Agón	Otra situación	9
50004	Aguarón	Estudiantes	110
50004	Aguarón	Ocupados	256
50004	Aguarón	Parados que han trabajado antes	9
50004	Aguarón	Pensionistas de invalidez	20
50004	Aguarón	Pensionistas de viudedad u orfandad	47
50004	Aguarón	Pensionistas de jubilación	131
50004	Aguarón	Dependientes	2
50004	Aguarón	Realizando o compartiendo las labores del hogar	123
50004	Aguarón	Otra situación	6
50005	Aguilón	Estudiantes	19
50005	Aguilón	Ocupados	99
50005	Aguilón	Parados que han trabajado antes	1
50005	Aguilón	Pensionistas de invalidez	6
50005	Aguilón	Pensionistas de viudedad u orfandad	25
50005	Aguilón	Pensionistas de jubilación	75
50005	Aguilón	Realizando o compartiendo las labores del hogar	56
50005	Aguilón	Otra situación	6
50006	Ainzón	Estudiantes	212
50006	Ainzón	Ocupados	448
50006	Ainzón	Parados buscando el primer empleo	8
50006	Ainzón	Parados que han trabajado antes	25
50006	Ainzón	Pensionistas de invalidez	21
50006	Ainzón	Pensionistas de viudedad u orfandad	46
50006	Ainzón	Pensionistas de jubilación	304
50006	Ainzón	Dependientes	3
50006	Ainzón	Realizando o compartiendo las labores del hogar	118
50006	Ainzón	Otra situación	11
50007	Aladrén	Estudiantes	10
50007	Aladrén	Ocupados	32
50007	Aladrén	Parados buscando el primer empleo	1
50007	Aladrén	Parados que han trabajado antes	2
50007	Aladrén	Pensionistas de invalidez	1
50007	Aladrén	Pensionistas de viudedad u orfandad	3
50007	Aladrén	Pensionistas de jubilación	15
50007	Aladrén	Realizando o compartiendo las labores del hogar	12
50007	Aladrén	Otra situación	1
50008	Alagón	Estudiantes	1030
50008	Alagón	Ocupados	2401
50008	Alagón	Parados buscando el primer empleo	42
50008	Alagón	Parados que han trabajado antes	168
50008	Alagón	Pensionistas de invalidez	103
50008	Alagón	Pensionistas de viudedad u orfandad	236
50008	Alagón	Pensionistas de jubilación	646
50008	Alagón	Realizando tareas de voluntariado	1
50008	Alagón	Dependientes	10
50008	Alagón	Realizando o compartiendo las labores del hogar	722
50008	Alagón	Otra situación	120
50009	Alarba	Estudiantes	20
50009	Alarba	Ocupados	47
50009	Alarba	Parados que han trabajado antes	4
50009	Alarba	Pensionistas de invalidez	3
50009	Alarba	Pensionistas de viudedad u orfandad	9
50009	Alarba	Pensionistas de jubilación	42
50009	Alarba	Realizando o compartiendo las labores del hogar	27
50009	Alarba	Otra situación	1
50010	Alberite de San Juan	Estudiantes	8
50010	Alberite de San Juan	Ocupados	37
50010	Alberite de San Juan	Parados que han trabajado antes	4
50010	Alberite de San Juan	Pensionistas de invalidez	3
50010	Alberite de San Juan	Pensionistas de viudedad u orfandad	4
50010	Alberite de San Juan	Pensionistas de jubilación	20
50010	Alberite de San Juan	Realizando o compartiendo las labores del hogar	16
50010	Alberite de San Juan	Otra situación	3
50011	Albeta	Estudiantes	19
50011	Albeta	Ocupados	43
50011	Albeta	Parados que han trabajado antes	3
50011	Albeta	Pensionistas de viudedad u orfandad	6
50011	Albeta	Pensionistas de jubilación	24
50011	Albeta	Realizando tareas de voluntariado	1
50011	Albeta	Realizando o compartiendo las labores del hogar	23
50011	Albeta	Otra situación	1
50012	Alborge	Estudiantes	20
50012	Alborge	Ocupados	50
50012	Alborge	Parados buscando el primer empleo	1
50012	Alborge	Parados que han trabajado antes	3
50012	Alborge	Pensionistas de invalidez	4
50012	Alborge	Pensionistas de viudedad u orfandad	4
50012	Alborge	Pensionistas de jubilación	33
50012	Alborge	Realizando o compartiendo las labores del hogar	15
50012	Alborge	Otra situación	5
50013	Alcalá de Ebro	Estudiantes	50
50013	Alcalá de Ebro	Ocupados	94
50013	Alcalá de Ebro	Parados buscando el primer empleo	1
50013	Alcalá de Ebro	Parados que han trabajado antes	7
50013	Alcalá de Ebro	Pensionistas de invalidez	8
50013	Alcalá de Ebro	Pensionistas de viudedad u orfandad	23
50013	Alcalá de Ebro	Pensionistas de jubilación	54
50013	Alcalá de Ebro	Dependientes	1
50013	Alcalá de Ebro	Realizando o compartiendo las labores del hogar	54
50013	Alcalá de Ebro	Otra situación	3
50014	Alcalá de Moncayo	Estudiantes	5
50014	Alcalá de Moncayo	Ocupados	48
50014	Alcalá de Moncayo	Parados buscando el primer empleo	1
50014	Alcalá de Moncayo	Parados que han trabajado antes	13
50014	Alcalá de Moncayo	Pensionistas de invalidez	2
50014	Alcalá de Moncayo	Pensionistas de viudedad u orfandad	9
50014	Alcalá de Moncayo	Pensionistas de jubilación	23
50014	Alcalá de Moncayo	Realizando o compartiendo las labores del hogar	24
50014	Alcalá de Moncayo	Otra situación	2
50015	Alconchel de Ariza	Estudiantes	5
50015	Alconchel de Ariza	Ocupados	34
50015	Alconchel de Ariza	Parados buscando el primer empleo	1
50015	Alconchel de Ariza	Parados que han trabajado antes	2
50015	Alconchel de Ariza	Pensionistas de invalidez	3
50015	Alconchel de Ariza	Pensionistas de jubilación	58
50015	Alconchel de Ariza	Realizando o compartiendo las labores del hogar	23
50016	Aldehuela de Liestos	Ocupados	12
50016	Aldehuela de Liestos	Parados que han trabajado antes	1
50016	Aldehuela de Liestos	Pensionistas de viudedad u orfandad	4
50016	Aldehuela de Liestos	Pensionistas de jubilación	11
50016	Aldehuela de Liestos	Realizando o compartiendo las labores del hogar	9
50017	Alfajarín	Estudiantes	244
50017	Alfajarín	Ocupados	727
50017	Alfajarín	Parados buscando el primer empleo	12
50017	Alfajarín	Parados que han trabajado antes	32
50017	Alfajarín	Pensionistas de invalidez	38
50017	Alfajarín	Pensionistas de viudedad u orfandad	62
50017	Alfajarín	Pensionistas de jubilación	149
50017	Alfajarín	Realizando tareas de voluntariado	1
50017	Alfajarín	Realizando o compartiendo las labores del hogar	196
50017	Alfajarín	Otra situación	38
50018	Alfamén	Estudiantes	233
50018	Alfamén	Ocupados	590
50018	Alfamén	Parados buscando el primer empleo	8
50018	Alfamén	Parados que han trabajado antes	64
50018	Alfamén	Pensionistas de invalidez	24
