Mes (código)	Mes y año	'Aragón'	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
201001	Enero 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9621
201001	Enero 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201001	Enero 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	34989
201001	Enero 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2950
201001	Enero 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	625
201001	Enero 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201001	Enero 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3970
201001	Enero 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200912	Diciembre 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31947
200912	Diciembre 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4947
200912	Diciembre 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	996
200912	Diciembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200912	Diciembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9514
200912	Diciembre 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200912	Diciembre 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	33040
200912	Diciembre 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2855
200912	Diciembre 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	622
200912	Diciembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200912	Diciembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3696
200912	Diciembre 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
200911	Noviembre 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	30393
200911	Noviembre 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4510
200911	Noviembre 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1007
200911	Noviembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9086
200911	Noviembre 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200911	Noviembre 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	32919
200911	Noviembre 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2903
200911	Noviembre 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	627
200911	Noviembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200911	Noviembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3745
200911	Noviembre 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200910	Octubre 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	30020
200910	Octubre 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4333
200910	Octubre 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	968
200910	Octubre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8863
200910	Octubre 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200910	Octubre 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	32624
200910	Octubre 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2704
200910	Octubre 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	607
200910	Octubre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3596
200910	Octubre 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200909	Septiembre 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	29583
200909	Septiembre 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4104
200909	Septiembre 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	997
200909	Septiembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8315
200909	Septiembre 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200909	Septiembre 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	32195
200909	Septiembre 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2363
200909	Septiembre 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	567
200909	Septiembre 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3319
200909	Septiembre 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
200908	Agosto 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	29724
200908	Agosto 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4073
200908	Agosto 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1002
200908	Agosto 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8077
200908	Agosto 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200908	Agosto 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	32123
200908	Agosto 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2099
200908	Agosto 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	552
200908	Agosto 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200908	Agosto 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3074
200908	Agosto 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
200907	Julio 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	28912
200907	Julio 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4085
200907	Julio 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1007
200907	Julio 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200907	Julio 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8320
200907	Julio 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200907	Julio 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31102
200907	Julio 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2089
200907	Julio 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	534
200907	Julio 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200907	Julio 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3114
200907	Julio 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
200906	Junio 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	28875
200906	Junio 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4165
200906	Junio 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1054
200906	Junio 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8436
200906	Junio 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	4
200906	Junio 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31049
200906	Junio 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2112
200906	Junio 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	532
200906	Junio 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3231
200906	Junio 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
200905	Mayo 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	29734
200905	Mayo 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4319
200905	Mayo 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1101
200905	Mayo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8418
200905	Mayo 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	4
200905	Mayo 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31645
200905	Mayo 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2207
200905	Mayo 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	567
200905	Mayo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200905	Mayo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3333
200905	Mayo 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	5
200904	Abril 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	29616
200904	Abril 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4559
200904	Abril 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1114
200904	Abril 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200904	Abril 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8908
200904	Abril 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	4
200904	Abril 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31581
200904	Abril 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2245
200904	Abril 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	589
200904	Abril 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200904	Abril 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3282
200904	Abril 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	6
200903	Marzo 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	28786
200903	Marzo 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4589
200903	Marzo 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1118
200903	Marzo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200903	Marzo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8376
200903	Marzo 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200903	Marzo 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	31031
200903	Marzo 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2295
200903	Marzo 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	576
200903	Marzo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	3
200903	Marzo 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3139
200903	Marzo 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	6
200902	Febrero 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	27631
200902	Febrero 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4404
200902	Febrero 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1079
200902	Febrero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200902	Febrero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8219
200902	Febrero 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200902	Febrero 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	29901
200902	Febrero 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2184
200902	Febrero 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	559
200902	Febrero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	3
200902	Febrero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2998
200902	Febrero 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200901	Enero 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	26270
200901	Enero 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4063
200901	Enero 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1059
200901	Enero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200901	Enero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8034
200901	Enero 2009	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200901	Enero 2009	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	28572
200901	Enero 2009	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1873
200901	Enero 2009	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	551
200901	Enero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
200901	Enero 2009	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2860
200901	Enero 2009	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200812	Diciembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	24353
200812	Diciembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3633
200812	Diciembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1012
200812	Diciembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200812	Diciembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7628
200812	Diciembre 2008	Aragón	No consta	No consta	No consta	No consta	Hombres	4
200812	Diciembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	26171
200812	Diciembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1375
200812	Diciembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	500
200812	Diciembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200812	Diciembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2585
200812	Diciembre 2008	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200811	Noviembre 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	21864
200811	Noviembre 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3058
200811	Noviembre 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	928
200811	Noviembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200811	Noviembre 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6809
200811	Noviembre 2008	Aragón	No consta	No consta	No consta	No consta	Hombres	4
