Mes y año	Mes (código)	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos	CCAA nombre
Noviembre 2010	201011	Hombres	Enseñanza superior universitaria	42	1103	Aragón
Noviembre 2010	201011	Mujeres	Enseñanza superior universitaria	42	1688	Aragón
Octubre 2010	201010	Hombres	Educación Primaria o inferior	10	3504	Aragón
Octubre 2010	201010	Mujeres	Educación Primaria o inferior	10	2027	Aragón
Octubre 2010	201010	Hombres	Primera etapa de educación secundaria	20	9332	Aragón
Octubre 2010	201010	Mujeres	Primera etapa de educación secundaria	20	7597	Aragón
Octubre 2010	201010	Hombres	Bachillerato	31	2875	Aragón
Octubre 2010	201010	Mujeres	Bachillerato	31	3049	Aragón
Octubre 2010	201010	Hombres	Enseñanza media de formación profesional	32	1226	Aragón
Octubre 2010	201010	Mujeres	Enseñanza media de formación profesional	32	1024	Aragón
Octubre 2010	201010	Hombres	Enseñanza superior de formación profesional	41	636	Aragón
Octubre 2010	201010	Mujeres	Enseñanza superior de formación profesional	41	614	Aragón
Octubre 2010	201010	Hombres	Enseñanza superior universitaria	42	1284	Aragón
Octubre 2010	201010	Mujeres	Enseñanza superior universitaria	42	2111	Aragón
Septiembre 2010	201009	Hombres	Educación Primaria o inferior	10	5643	Aragón
Septiembre 2010	201009	Mujeres	Educación Primaria o inferior	10	3273	Aragón
Septiembre 2010	201009	Hombres	Primera etapa de educación secundaria	20	11190	Aragón
Septiembre 2010	201009	Mujeres	Primera etapa de educación secundaria	20	8841	Aragón
Septiembre 2010	201009	Hombres	Bachillerato	31	2669	Aragón
Septiembre 2010	201009	Mujeres	Bachillerato	31	2643	Aragón
Septiembre 2010	201009	Hombres	Enseñanza media de formación profesional	32	1146	Aragón
Septiembre 2010	201009	Mujeres	Enseñanza media de formación profesional	32	985	Aragón
Septiembre 2010	201009	Hombres	Enseñanza superior de formación profesional	41	609	Aragón
Septiembre 2010	201009	Mujeres	Enseñanza superior de formación profesional	41	645	Aragón
Septiembre 2010	201009	Hombres	Enseñanza superior universitaria	42	1411	Aragón
Septiembre 2010	201009	Mujeres	Enseñanza superior universitaria	42	2373	Aragón
Agosto 2010	201008	Hombres	Educación Primaria o inferior	10	4445	Aragón
Agosto 2010	201008	Mujeres	Educación Primaria o inferior	10	2491	Aragón
Agosto 2010	201008	Hombres	Primera etapa de educación secundaria	20	8922	Aragón
Agosto 2010	201008	Mujeres	Primera etapa de educación secundaria	20	6784	Aragón
Agosto 2010	201008	Hombres	Bachillerato	31	2251	Aragón
Agosto 2010	201008	Mujeres	Bachillerato	31	2016	Aragón
Agosto 2010	201008	Hombres	Enseñanza media de formación profesional	32	941	Aragón
Agosto 2010	201008	Mujeres	Enseñanza media de formación profesional	32	753	Aragón
Agosto 2010	201008	Hombres	Enseñanza superior de formación profesional	41	521	Aragón
Agosto 2010	201008	Mujeres	Enseñanza superior de formación profesional	41	305	Aragón
Agosto 2010	201008	Hombres	Enseñanza superior universitaria	42	591	Aragón
Agosto 2010	201008	Mujeres	Enseñanza superior universitaria	42	908	Aragón
Julio 2010	201007	Hombres	Educación Primaria o inferior	10	4705	Aragón
Julio 2010	201007	Mujeres	Educación Primaria o inferior	10	2808	Aragón
Julio 2010	201007	Hombres	Primera etapa de educación secundaria	20	11723	Aragón
Julio 2010	201007	Mujeres	Primera etapa de educación secundaria	20	8905	Aragón
Julio 2010	201007	Hombres	Bachillerato	31	3223	Aragón
Julio 2010	201007	Mujeres	Bachillerato	31	3166	Aragón
Julio 2010	201007	Hombres	Enseñanza media de formación profesional	32	1393	Aragón
Julio 2010	201007	Mujeres	Enseñanza media de formación profesional	32	1249	Aragón
Julio 2010	201007	Hombres	Enseñanza superior de formación profesional	41	684	Aragón
Julio 2010	201007	Mujeres	Enseñanza superior de formación profesional	41	507	Aragón
Julio 2010	201007	Hombres	Enseñanza superior universitaria	42	936	Aragón
Julio 2010	201007	Mujeres	Enseñanza superior universitaria	42	1522	Aragón
Junio 2010	201006	Hombres	Educación Primaria o inferior	10	5617	Aragón
Junio 2010	201006	Mujeres	Educación Primaria o inferior	10	3372	Aragón
Junio 2010	201006	Hombres	Primera etapa de educación secundaria	20	10553	Aragón
Junio 2010	201006	Mujeres	Primera etapa de educación secundaria	20	8604	Aragón
Junio 2010	201006	Hombres	Bachillerato	31	2996	Aragón
Junio 2010	201006	Mujeres	Bachillerato	31	3417	Aragón
Junio 2010	201006	Hombres	Enseñanza media de formación profesional	32	1310	Aragón
Junio 2010	201006	Mujeres	Enseñanza media de formación profesional	32	1101	Aragón
Junio 2010	201006	Hombres	Enseñanza superior de formación profesional	41	598	Aragón
Junio 2010	201006	Mujeres	Enseñanza superior de formación profesional	41	495	Aragón
Junio 2010	201006	Hombres	Enseñanza superior universitaria	42	919	Aragón
Junio 2010	201006	Mujeres	Enseñanza superior universitaria	42	1402	Aragón
Mayo 2010	201005	Hombres	Educación Primaria o inferior	10	5959	Aragón
Mayo 2010	201005	Mujeres	Educación Primaria o inferior	10	3139	Aragón
Mayo 2010	201005	Hombres	Primera etapa de educación secundaria	20	9714	Aragón
Mayo 2010	201005	Mujeres	Primera etapa de educación secundaria	20	7310	Aragón
Mayo 2010	201005	Hombres	Bachillerato	31	2499	Aragón
Mayo 2010	201005	Mujeres	Bachillerato	31	3023	Aragón
Mayo 2010	201005	Hombres	Enseñanza media de formación profesional	32	1114	Aragón
Mayo 2010	201005	Mujeres	Enseñanza media de formación profesional	32	927	Aragón
Mayo 2010	201005	Hombres	Enseñanza superior de formación profesional	41	502	Aragón
Mayo 2010	201005	Mujeres	Enseñanza superior de formación profesional	41	422	Aragón
Mayo 2010	201005	Hombres	Enseñanza superior universitaria	42	848	Aragón
Mayo 2010	201005	Mujeres	Enseñanza superior universitaria	42	1220	Aragón
Abril 2010	201004	Hombres	Educación Primaria o inferior	10	2677	Aragón
Abril 2010	201004	Mujeres	Educación Primaria o inferior	10	1740	Aragón
Abril 2010	201004	Hombres	Primera etapa de educación secundaria	20	7114	Aragón
Abril 2010	201004	Mujeres	Primera etapa de educación secundaria	20	5890	Aragón
Abril 2010	201004	Hombres	Bachillerato	31	1994	Aragón
Abril 2010	201004	Mujeres	Bachillerato	31	2175	Aragón
Abril 2010	201004	Hombres	Enseñanza media de formación profesional	32	911	Aragón
Abril 2010	201004	Mujeres	Enseñanza media de formación profesional	32	829	Aragón
Abril 2010	201004	Hombres	Enseñanza superior de formación profesional	41	493	Aragón
Abril 2010	201004	Mujeres	Enseñanza superior de formación profesional	41	362	Aragón
Abril 2010	201004	Hombres	Enseñanza superior universitaria	42	794	Aragón
Abril 2010	201004	Mujeres	Enseñanza superior universitaria	42	1077	Aragón
Marzo 2010	201003	Hombres	Educación Primaria o inferior	10	2744	Aragón
Marzo 2010	201003	Mujeres	Educación Primaria o inferior	10	1631	Aragón
Marzo 2010	201003	Hombres	Primera etapa de educación secundaria	20	7396	Aragón
Marzo 2010	201003	Mujeres	Primera etapa de educación secundaria	20	6183	Aragón
Marzo 2010	201003	Hombres	Bachillerato	31	2307	Aragón
Marzo 2010	201003	Mujeres	Bachillerato	31	2610	Aragón
Marzo 2010	201003	Hombres	Enseñanza media de formación profesional	32	1131	Aragón
Marzo 2010	201003	Mujeres	Enseñanza media de formación profesional	32	1054	Aragón
Marzo 2010	201003	Hombres	Enseñanza superior de formación profesional	41	513	Aragón
Marzo 2010	201003	Mujeres	Enseñanza superior de formación profesional	41	430	Aragón
Marzo 2010	201003	Hombres	Enseñanza superior universitaria	42	1012	Aragón
Marzo 2010	201003	Mujeres	Enseñanza superior universitaria	42	1272	Aragón
Febrero 2010	201002	Hombres	Educación Primaria o inferior	10	2331	Aragón
Febrero 2010	201002	Mujeres	Educación Primaria o inferior	10	1250	Aragón
Febrero 2010	201002	Hombres	Primera etapa de educación secundaria	20	6558	Aragón
Febrero 2010	201002	Mujeres	Primera etapa de educación secundaria	20	5304	Aragón
Febrero 2010	201002	Hombres	Bachillerato	31	1980	Aragón
Febrero 2010	201002	Mujeres	Bachillerato	31	2120	Aragón
Febrero 2010	201002	Hombres	Enseñanza media de formación profesional	32	990	Aragón
Febrero 2010	201002	Mujeres	Enseñanza media de formación profesional	32	898	Aragón
Febrero 2010	201002	Hombres	Enseñanza superior de formación profesional	41	483	Aragón
Febrero 2010	201002	Mujeres	Enseñanza superior de formación profesional	41	432	Aragón
Febrero 2010	201002	Hombres	Enseñanza superior universitaria	42	843	Aragón
Febrero 2010	201002	Mujeres	Enseñanza superior universitaria	42	1208	Aragón
Enero 2010	201001	Hombres	Educación Primaria o inferior	10	2175	Aragón
Enero 2010	201001	Mujeres	Educación Primaria o inferior	10	1330	Aragón
Enero 2010	201001	Hombres	Primera etapa de educación secundaria	20	6431	Aragón
Enero 2010	201001	Mujeres	Primera etapa de educación secundaria	20	5451	Aragón
Enero 2010	201001	Hombres	Bachillerato	31	2004	Aragón
Enero 2010	201001	Mujeres	Bachillerato	31	2123	Aragón
Enero 2010	201001	Hombres	Enseñanza media de formación profesional	32	997	Aragón
Enero 2010	201001	Mujeres	Enseñanza media de formación profesional	32	865	Aragón
Enero 2010	201001	Hombres	Enseñanza superior de formación profesional	41	540	Aragón
Enero 2010	201001	Mujeres	Enseñanza superior de formación profesional	41	398	Aragón
Enero 2010	201001	Hombres	Enseñanza superior universitaria	42	953	Aragón
Enero 2010	201001	Mujeres	Enseñanza superior universitaria	42	1448	Aragón
Diciembre 2009	200912	Hombres	Educación Primaria o inferior	10	2320	Aragón
Diciembre 2009	200912	Mujeres	Educación Primaria o inferior	10	1443	Aragón
Diciembre 2009	200912	Hombres	Primera etapa de educación secundaria	20	6165	Aragón
Diciembre 2009	200912	Mujeres	Primera etapa de educación secundaria	20	6117	Aragón
Diciembre 2009	200912	Hombres	Bachillerato	31	2429	Aragón
Diciembre 2009	200912	Mujeres	Bachillerato	31	2776	Aragón
Diciembre 2009	200912	Hombres	Enseñanza media de formación profesional	32	896	Aragón
Diciembre 2009	200912	Mujeres	Enseñanza media de formación profesional	32	911	Aragón
Diciembre 2009	200912	Hombres	Enseñanza superior de formación profesional	41	432	Aragón
Diciembre 2009	200912	Mujeres	Enseñanza superior de formación profesional	41	427	Aragón
Diciembre 2009	200912	Hombres	Enseñanza superior universitaria	42	854	Aragón
Diciembre 2009	200912	Mujeres	Enseñanza superior universitaria	42	1209	Aragón
Noviembre 2009	200911	Hombres	Educación Primaria o inferior	10	2903	Aragón
Noviembre 2009	200911	Mujeres	Educación Primaria o inferior	10	1717	Aragón
Noviembre 2009	200911	Hombres	Primera etapa de educación secundaria	20	7573	Aragón
Noviembre 2009	200911	Mujeres	Primera etapa de educación secundaria	20	6478	Aragón
Noviembre 2009	200911	Hombres	Bachillerato	31	2630	Aragón
Noviembre 2009	200911	Mujeres	Bachillerato	31	2727	Aragón
Noviembre 2009	200911	Hombres	Enseñanza media de formación profesional	32	992	Aragón
Noviembre 2009	200911	Mujeres	Enseñanza media de formación profesional	32	1037	Aragón
Noviembre 2009	200911	Hombres	Enseñanza superior de formación profesional	41	589	Aragón
Noviembre 2009	200911	Mujeres	Enseñanza superior de formación profesional	41	466	Aragón
Noviembre 2009	200911	Hombres	Enseñanza superior universitaria	42	1200	Aragón
Noviembre 2009	200911	Mujeres	Enseñanza superior universitaria	42	1685	Aragón
Octubre 2009	200910	Hombres	Educación Primaria o inferior	10	3557	Aragón
Octubre 2009	200910	Mujeres	Educación Primaria o inferior	10	2157	Aragón
Octubre 2009	200910	Hombres	Primera etapa de educación secundaria	20	8961	Aragón
Octubre 2009	200910	Mujeres	Primera etapa de educación secundaria	20	7822	Aragón
Octubre 2009	200910	Hombres	Bachillerato	31	3328	Aragón
Octubre 2009	200910	Mujeres	Bachillerato	31	3370	Aragón
Octubre 2009	200910	Hombres	Enseñanza media de formación profesional	32	1130	Aragón
Octubre 2009	200910	Mujeres	Enseñanza media de formación profesional	32	1151	Aragón
Octubre 2009	200910	Hombres	Enseñanza superior de formación profesional	41	656	Aragón
Octubre 2009	200910	Mujeres	Enseñanza superior de formación profesional	41	664	Aragón
Octubre 2009	200910	Hombres	Enseñanza superior universitaria	42	1438	Aragón
Octubre 2009	200910	Mujeres	Enseñanza superior universitaria	42	2343	Aragón
Septiembre 2009	200909	Hombres	Educación Primaria o inferior	10	4789	Aragón
Septiembre 2009	200909	Mujeres	Educación Primaria o inferior	10	3005	Aragón
Septiembre 2009	200909	Hombres	Primera etapa de educación secundaria	20	10021	Aragón
Septiembre 2009	200909	Mujeres	Primera etapa de educación secundaria	20	8344	Aragón
Septiembre 2009	200909	Hombres	Bachillerato	31	3267	Aragón
Septiembre 2009	200909	Mujeres	Bachillerato	31	2844	Aragón
Septiembre 2009	200909	Hombres	Enseñanza media de formación profesional	32	1070	Aragón
Septiembre 2009	200909	Mujeres	Enseñanza media de formación profesional	32	1076	Aragón
Septiembre 2009	200909	Hombres	Enseñanza superior de formación profesional	41	629	Aragón
Septiembre 2009	200909	Mujeres	Enseñanza superior de formación profesional	41	727	Aragón
Septiembre 2009	200909	Hombres	Enseñanza superior universitaria	42	1465	Aragón
Septiembre 2009	200909	Mujeres	Enseñanza superior universitaria	42	2396	Aragón
Agosto 2009	200908	Hombres	Educación Primaria o inferior	10	4466	Aragón
Agosto 2009	200908	Mujeres	Educación Primaria o inferior	10	2520	Aragón
Agosto 2009	200908	Hombres	Primera etapa de educación secundaria	20	7038	Aragón
Agosto 2009	200908	Mujeres	Primera etapa de educación secundaria	20	5707	Aragón
Agosto 2009	200908	Hombres	Bachillerato	31	2185	Aragón
Agosto 2009	200908	Mujeres	Bachillerato	31	1785	Aragón
Agosto 2009	200908	Hombres	Enseñanza media de formación profesional	32	801	Aragón
Agosto 2009	200908	Mujeres	Enseñanza media de formación profesional	32	714	Aragón
Agosto 2009	200908	Hombres	Enseñanza superior de formación profesional	41	432	Aragón
Agosto 2009	200908	Mujeres	Enseñanza superior de formación profesional	41	343	Aragón
Agosto 2009	200908	Hombres	Enseñanza superior universitaria	42	672	Aragón
Agosto 2009	200908	Mujeres	Enseñanza superior universitaria	42	933	Aragón
Julio 2009	200907	Hombres	Educación Primaria o inferior	10	4142	Aragón
Julio 2009	200907	Mujeres	Educación Primaria o inferior	10	2898	Aragón
Julio 2009	200907	Hombres	Primera etapa de educación secundaria	20	10106	Aragón
Julio 2009	200907	Mujeres	Primera etapa de educación secundaria	20	8197	Aragón
Julio 2009	200907	Hombres	Bachillerato	31	3574	Aragón
Julio 2009	200907	Mujeres	Bachillerato	31	3566	Aragón
Julio 2009	200907	Hombres	Enseñanza media de formación profesional	32	1338	Aragón
Julio 2009	200907	Mujeres	Enseñanza media de formación profesional	32	1132	Aragón
Julio 2009	200907	Hombres	Enseñanza superior de formación profesional	41	674	Aragón
Julio 2009	200907	Mujeres	Enseñanza superior de formación profesional	41	607	Aragón
Julio 2009	200907	Hombres	Enseñanza superior universitaria	42	1022	Aragón
Julio 2009	200907	Mujeres	Enseñanza superior universitaria	42	1472	Aragón
Junio 2009	200906	Hombres	Educación Primaria o inferior	10	4841	Aragón
Junio 2009	200906	Mujeres	Educación Primaria o inferior	10	3211	Aragón
Junio 2009	200906	Hombres	Primera etapa de educación secundaria	20	10809	Aragón
Junio 2009	200906	Mujeres	Primera etapa de educación secundaria	20	8374	Aragón
Junio 2009	200906	Hombres	Bachillerato	31	2904	Aragón
Junio 2009	200906	Mujeres	Bachillerato	31	2960	Aragón
Junio 2009	200906	Hombres	Enseñanza media de formación profesional	32	1377	Aragón
Junio 2009	200906	Mujeres	Enseñanza media de formación profesional	32	1179	Aragón
Junio 2009	200906	Hombres	Enseñanza superior de formación profesional	41	696	Aragón
Junio 2009	200906	Mujeres	Enseñanza superior de formación profesional	41	618	Aragón
Junio 2009	200906	Hombres	Enseñanza superior universitaria	42	1089	Aragón
Junio 2009	200906	Mujeres	Enseñanza superior universitaria	42	1602	Aragón
Mayo 2009	200905	Hombres	Educación Primaria o inferior	10	5738	Aragón
Mayo 2009	200905	Mujeres	Educación Primaria o inferior	10	3214	Aragón
Mayo 2009	200905	Hombres	Primera etapa de educación secundaria	20	8971	Aragón
Mayo 2009	200905	Mujeres	Primera etapa de educación secundaria	20	6211	Aragón
Mayo 2009	200905	Hombres	Bachillerato	31	2117	Aragón
Mayo 2009	200905	Mujeres	Bachillerato	31	2289	Aragón
Mayo 2009	200905	Hombres	Enseñanza media de formación profesional	32	974	Aragón
Mayo 2009	200905	Mujeres	Enseñanza media de formación profesional	32	854	Aragón
