Municipio código	Municipio nombre	Situación profesional código	Situación profesional	Sexo	Personas residentes viviendas familiares
44171	Olba	2	Empresario o profesional que no emplea personal	Mujeres	2
44171	Olba	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	10
44171	Olba	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
44171	Olba	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	18
44171	Olba	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
44171	Olba	6	Otra situación (Miembro de cooperativas)	Hombres	1
44171	Olba	6	Otra situación (Miembro de cooperativas)	Mujeres	1
44172	Oliete	1	Empresario o profesional que emplea personal	Hombres	4
44172	Oliete	1	Empresario o profesional que emplea personal	Mujeres	1
44172	Oliete	2	Empresario o profesional que no emplea personal	Hombres	26
44172	Oliete	2	Empresario o profesional que no emplea personal	Mujeres	9
44172	Oliete	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	37
44172	Oliete	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
44172	Oliete	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	10
44172	Oliete	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
44173	Olmos (Los)	1	Empresario o profesional que emplea personal	Hombres	1
44173	Olmos (Los)	1	Empresario o profesional que emplea personal	Mujeres	1
44173	Olmos (Los)	2	Empresario o profesional que no emplea personal	Hombres	9
44173	Olmos (Los)	2	Empresario o profesional que no emplea personal	Mujeres	3
44173	Olmos (Los)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	13
44173	Olmos (Los)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
44173	Olmos (Los)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
44173	Olmos (Los)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
44174	Orihuela del Tremedal	1	Empresario o profesional que emplea personal	Hombres	21
44174	Orihuela del Tremedal	1	Empresario o profesional que emplea personal	Mujeres	10
44174	Orihuela del Tremedal	2	Empresario o profesional que no emplea personal	Hombres	40
44174	Orihuela del Tremedal	2	Empresario o profesional que no emplea personal	Mujeres	9
44174	Orihuela del Tremedal	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	73
44174	Orihuela del Tremedal	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	32
44174	Orihuela del Tremedal	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	17
44174	Orihuela del Tremedal	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	34
44174	Orihuela del Tremedal	5	Otra situación (Ayuda familiar)	Mujeres	6
44175	Orrios	1	Empresario o profesional que emplea personal	Hombres	7
44175	Orrios	2	Empresario o profesional que no emplea personal	Hombres	22
44175	Orrios	2	Empresario o profesional que no emplea personal	Mujeres	4
44175	Orrios	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
44175	Orrios	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
44175	Orrios	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	9
44175	Orrios	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
44176	Palomar de Arroyos	1	Empresario o profesional que emplea personal	Hombres	2
44176	Palomar de Arroyos	1	Empresario o profesional que emplea personal	Mujeres	1
44176	Palomar de Arroyos	2	Empresario o profesional que no emplea personal	Hombres	9
44176	Palomar de Arroyos	2	Empresario o profesional que no emplea personal	Mujeres	3
44176	Palomar de Arroyos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	28
44176	Palomar de Arroyos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	6
44176	Palomar de Arroyos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	10
44176	Palomar de Arroyos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
44177	Pancrudo	1	Empresario o profesional que emplea personal	Hombres	2
44177	Pancrudo	2	Empresario o profesional que no emplea personal	Hombres	14
44177	Pancrudo	2	Empresario o profesional que no emplea personal	Mujeres	2
44177	Pancrudo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	9
44177	Pancrudo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	7
44177	Pancrudo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44177	Pancrudo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44177	Pancrudo	5	Otra situación (Ayuda familiar)	Hombres	1
44177	Pancrudo	6	Otra situación (Miembro de cooperativas)	Hombres	1
44178	Parras de Castellote (Las)	2	Empresario o profesional que no emplea personal	Hombres	8
44178	Parras de Castellote (Las)	2	Empresario o profesional que no emplea personal	Mujeres	3
44178	Parras de Castellote (Las)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
44178	Parras de Castellote (Las)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
44178	Parras de Castellote (Las)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
44178	Parras de Castellote (Las)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
44178	Parras de Castellote (Las)	5	Otra situación (Ayuda familiar)	Hombres	1
44179	Peñarroya de Tastavins	1	Empresario o profesional que emplea personal	Hombres	14
44179	Peñarroya de Tastavins	1	Empresario o profesional que emplea personal	Mujeres	5
44179	Peñarroya de Tastavins	2	Empresario o profesional que no emplea personal	Hombres	64
44179	Peñarroya de Tastavins	2	Empresario o profesional que no emplea personal	Mujeres	20
44179	Peñarroya de Tastavins	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	47
44179	Peñarroya de Tastavins	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	24
44179	Peñarroya de Tastavins	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	16
44179	Peñarroya de Tastavins	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	10
44180	Peracense	2	Empresario o profesional que no emplea personal	Hombres	5
44180	Peracense	2	Empresario o profesional que no emplea personal	Mujeres	4
44180	Peracense	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	11
44180	Peracense	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
44180	Peracense	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
44180	Peracense	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44180	Peracense	5	Otra situación (Ayuda familiar)	Mujeres	5
44181	Peralejos	1	Empresario o profesional que emplea personal	Hombres	1
44181	Peralejos	2	Empresario o profesional que no emplea personal	Hombres	9
44181	Peralejos	2	Empresario o profesional que no emplea personal	Mujeres	3
44181	Peralejos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	8
44181	Peralejos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	6
44181	Peralejos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44182	Perales del Alfambra	1	Empresario o profesional que emplea personal	Hombres	9
44182	Perales del Alfambra	1	Empresario o profesional que emplea personal	Mujeres	1
44182	Perales del Alfambra	2	Empresario o profesional que no emplea personal	Hombres	43
44182	Perales del Alfambra	2	Empresario o profesional que no emplea personal	Mujeres	7
44182	Perales del Alfambra	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	18
44182	Perales del Alfambra	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	9
44182	Perales del Alfambra	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	10
44182	Perales del Alfambra	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	15
44183	Pitarque	2	Empresario o profesional que no emplea personal	Hombres	10
44183	Pitarque	2	Empresario o profesional que no emplea personal	Mujeres	4
44183	Pitarque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	6
44183	Pitarque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44183	Pitarque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
44183	Pitarque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44184	Plou	1	Empresario o profesional que emplea personal	Hombres	1
44184	Plou	2	Empresario o profesional que no emplea personal	Hombres	5
44184	Plou	2	Empresario o profesional que no emplea personal	Mujeres	2
44184	Plou	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
44184	Plou	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44185	Pobo (El)	1	Empresario o profesional que emplea personal	Hombres	3
44185	Pobo (El)	2	Empresario o profesional que no emplea personal	Hombres	17
44185	Pobo (El)	2	Empresario o profesional que no emplea personal	Mujeres	11
44185	Pobo (El)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	8
44185	Pobo (El)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44185	Pobo (El)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44185	Pobo (El)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
44187	Portellada (La)	1	Empresario o profesional que emplea personal	Hombres	6
44187	Portellada (La)	1	Empresario o profesional que emplea personal	Mujeres	3
44187	Portellada (La)	2	Empresario o profesional que no emplea personal	Hombres	43
44187	Portellada (La)	2	Empresario o profesional que no emplea personal	Mujeres	28
44187	Portellada (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	10
44187	Portellada (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	7
44187	Portellada (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	9
44187	Portellada (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	10
44189	Pozondón	1	Empresario o profesional que emplea personal	Hombres	1
44189	Pozondón	1	Empresario o profesional que emplea personal	Mujeres	1
44189	Pozondón	2	Empresario o profesional que no emplea personal	Hombres	9
44189	Pozondón	2	Empresario o profesional que no emplea personal	Mujeres	3
44189	Pozondón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	1
44189	Pozondón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44189	Pozondón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
44190	Pozuel del Campo	1	Empresario o profesional que emplea personal	Hombres	1
44190	Pozuel del Campo	2	Empresario o profesional que no emplea personal	Hombres	10
44190	Pozuel del Campo	2	Empresario o profesional que no emplea personal	Mujeres	5
44190	Pozuel del Campo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	7
44190	Pozuel del Campo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
44190	Pozuel del Campo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44190	Pozuel del Campo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44191	Puebla de Híjar (La)	1	Empresario o profesional que emplea personal	Hombres	27
44191	Puebla de Híjar (La)	1	Empresario o profesional que emplea personal	Mujeres	5
44191	Puebla de Híjar (La)	2	Empresario o profesional que no emplea personal	Hombres	59
44191	Puebla de Híjar (La)	2	Empresario o profesional que no emplea personal	Mujeres	22
44191	Puebla de Híjar (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	123
44191	Puebla de Híjar (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	66
44191	Puebla de Híjar (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	45
44191	Puebla de Híjar (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	27
44191	Puebla de Híjar (La)	6	Otra situación (Miembro de cooperativas)	Mujeres	3
44192	Puebla de Valverde (La)	1	Empresario o profesional que emplea personal	Hombres	16
44192	Puebla de Valverde (La)	1	Empresario o profesional que emplea personal	Mujeres	4
44192	Puebla de Valverde (La)	2	Empresario o profesional que no emplea personal	Hombres	30
44192	Puebla de Valverde (La)	2	Empresario o profesional que no emplea personal	Mujeres	9
44192	Puebla de Valverde (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	65
44192	Puebla de Valverde (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	31
44192	Puebla de Valverde (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	13
44192	Puebla de Valverde (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	21
44193	Puertomingalvo	1	Empresario o profesional que emplea personal	Hombres	3
44193	Puertomingalvo	2	Empresario o profesional que no emplea personal	Hombres	17
44193	Puertomingalvo	2	Empresario o profesional que no emplea personal	Mujeres	8
44193	Puertomingalvo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	7
44193	Puertomingalvo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
44193	Puertomingalvo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	11
44193	Puertomingalvo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	8
44193	Puertomingalvo	6	Otra situación (Miembro de cooperativas)	Hombres	4
44193	Puertomingalvo	6	Otra situación (Miembro de cooperativas)	Mujeres	1
44194	Ráfales	1	Empresario o profesional que emplea personal	Hombres	3
44194	Ráfales	2	Empresario o profesional que no emplea personal	Hombres	20
44194	Ráfales	2	Empresario o profesional que no emplea personal	Mujeres	14
44194	Ráfales	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	12
44194	Ráfales	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
44194	Ráfales	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
44194	Ráfales	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
44194	Ráfales	5	Otra situación (Ayuda familiar)	Mujeres	4
44195	Rillo	1	Empresario o profesional que emplea personal	Hombres	1
44195	Rillo	2	Empresario o profesional que no emplea personal	Hombres	13
44195	Rillo	2	Empresario o profesional que no emplea personal	Mujeres	2
44195	Rillo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	10
44195	Rillo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
44195	Rillo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
44195	Rillo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
44196	Riodeva	2	Empresario o profesional que no emplea personal	Hombres	7
44196	Riodeva	2	Empresario o profesional que no emplea personal	Mujeres	6
44196	Riodeva	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	25
44196	Riodeva	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	9
44196	Riodeva	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
44196	Riodeva	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
44197	Ródenas	1	Empresario o profesional que emplea personal	Hombres	2
44197	Ródenas	2	Empresario o profesional que no emplea personal	Hombres	6
44197	Ródenas	2	Empresario o profesional que no emplea personal	Mujeres	5
44197	Ródenas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
