Mes y año	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Nº parados
Julio 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	596
Julio 2010	50	Zaragoza	2	Industria y energía	Hombres	6419
Julio 2010	50	Zaragoza	2	Industria y energía	Mujeres	4554
Julio 2010	50	Zaragoza	3	Construcción	Hombres	10256
Julio 2010	50	Zaragoza	3	Construcción	Mujeres	1036
Julio 2010	50	Zaragoza	4	Servicios	Hombres	15168
Julio 2010	50	Zaragoza	4	Servicios	Mujeres	24166
Julio 2010	50	Zaragoza		Sin empleo anterior	Hombres	1740
Julio 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3088
Junio 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	591
Junio 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	189
Junio 2010	22	Huesca	2	Industria y energía	Hombres	991
Junio 2010	22	Huesca	2	Industria y energía	Mujeres	547
Junio 2010	22	Huesca	3	Construcción	Hombres	2363
Junio 2010	22	Huesca	3	Construcción	Mujeres	206
Junio 2010	22	Huesca	4	Servicios	Hombres	2562
Junio 2010	22	Huesca	4	Servicios	Mujeres	4367
Junio 2010	22	Huesca		Sin empleo anterior	Hombres	249
Junio 2010	22	Huesca		Sin empleo anterior	Mujeres	421
Junio 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	306
Junio 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	108
Junio 2010	44	Teruel	2	Industria y energía	Hombres	903
Junio 2010	44	Teruel	2	Industria y energía	Mujeres	527
Junio 2010	44	Teruel	3	Construcción	Hombres	1539
Junio 2010	44	Teruel	3	Construcción	Mujeres	124
Junio 2010	44	Teruel	4	Servicios	Hombres	1509
Junio 2010	44	Teruel	4	Servicios	Mujeres	2793
Junio 2010	44	Teruel		Sin empleo anterior	Hombres	189
Junio 2010	44	Teruel		Sin empleo anterior	Mujeres	306
Junio 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1562
Junio 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	560
Junio 2010	50	Zaragoza	2	Industria y energía	Hombres	6583
Junio 2010	50	Zaragoza	2	Industria y energía	Mujeres	4635
Junio 2010	50	Zaragoza	3	Construcción	Hombres	10624
Junio 2010	50	Zaragoza	3	Construcción	Mujeres	1040
Junio 2010	50	Zaragoza	4	Servicios	Hombres	15480
Junio 2010	50	Zaragoza	4	Servicios	Mujeres	24424
Junio 2010	50	Zaragoza		Sin empleo anterior	Hombres	1705
Junio 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3091
Mayo 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	597
Mayo 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	185
Mayo 2010	22	Huesca	2	Industria y energía	Hombres	1023
Mayo 2010	22	Huesca	2	Industria y energía	Mujeres	549
Mayo 2010	22	Huesca	3	Construcción	Hombres	2490
Mayo 2010	22	Huesca	3	Construcción	Mujeres	210
Mayo 2010	22	Huesca	4	Servicios	Hombres	2721
Mayo 2010	22	Huesca	4	Servicios	Mujeres	4693
Mayo 2010	22	Huesca		Sin empleo anterior	Hombres	217
Mayo 2010	22	Huesca		Sin empleo anterior	Mujeres	443
Mayo 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	325
Mayo 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	114
Mayo 2010	44	Teruel	2	Industria y energía	Hombres	922
Mayo 2010	44	Teruel	2	Industria y energía	Mujeres	557
Mayo 2010	44	Teruel	3	Construcción	Hombres	1600
Mayo 2010	44	Teruel	3	Construcción	Mujeres	122
Mayo 2010	44	Teruel	4	Servicios	Hombres	1520
Mayo 2010	44	Teruel	4	Servicios	Mujeres	2863
Mayo 2010	44	Teruel		Sin empleo anterior	Hombres	182
Mayo 2010	44	Teruel		Sin empleo anterior	Mujeres	296
Mayo 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1652
Mayo 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	591
Mayo 2010	50	Zaragoza	2	Industria y energía	Hombres	6881
Mayo 2010	50	Zaragoza	2	Industria y energía	Mujeres	4870
Mayo 2010	50	Zaragoza	3	Construcción	Hombres	11183
Mayo 2010	50	Zaragoza	3	Construcción	Mujeres	1066
Mayo 2010	50	Zaragoza	4	Servicios	Hombres	16040
Mayo 2010	50	Zaragoza	4	Servicios	Mujeres	24805
Mayo 2010	50	Zaragoza		Sin empleo anterior	Hombres	1630
Mayo 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3067
Abril 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	784
Abril 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	242
Abril 2010	22	Huesca	2	Industria y energía	Hombres	1083
Abril 2010	22	Huesca	2	Industria y energía	Mujeres	556
Abril 2010	22	Huesca	3	Construcción	Hombres	2674
Abril 2010	22	Huesca	3	Construcción	Mujeres	192
Abril 2010	22	Huesca	4	Servicios	Hombres	2772
Abril 2010	22	Huesca	4	Servicios	Mujeres	4673
Abril 2010	22	Huesca		Sin empleo anterior	Hombres	204
Abril 2010	22	Huesca		Sin empleo anterior	Mujeres	440
Abril 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	363
Abril 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	145
Abril 2010	44	Teruel	2	Industria y energía	Hombres	974
Abril 2010	44	Teruel	2	Industria y energía	Mujeres	570
Abril 2010	44	Teruel	3	Construcción	Hombres	1649
Abril 2010	44	Teruel	3	Construcción	Mujeres	119
Abril 2010	44	Teruel	4	Servicios	Hombres	1532
Abril 2010	44	Teruel	4	Servicios	Mujeres	2878
Abril 2010	44	Teruel		Sin empleo anterior	Hombres	156
Abril 2010	44	Teruel		Sin empleo anterior	Mujeres	270
Abril 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1943
Abril 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	676
Abril 2010	50	Zaragoza	2	Industria y energía	Hombres	7088
Abril 2010	50	Zaragoza	2	Industria y energía	Mujeres	5015
Abril 2010	50	Zaragoza	3	Construcción	Hombres	11768
Abril 2010	50	Zaragoza	3	Construcción	Mujeres	1056
Abril 2010	50	Zaragoza	4	Servicios	Hombres	16455
Abril 2010	50	Zaragoza	4	Servicios	Mujeres	25250
Abril 2010	50	Zaragoza		Sin empleo anterior	Hombres	1534
Abril 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3021
Marzo 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	787
Marzo 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	249
Marzo 2010	22	Huesca	2	Industria y energía	Hombres	1102
Marzo 2010	22	Huesca	2	Industria y energía	Mujeres	583
Marzo 2010	22	Huesca	3	Construcción	Hombres	2747
Marzo 2010	22	Huesca	3	Construcción	Mujeres	193
Marzo 2010	22	Huesca	4	Servicios	Hombres	2619
Marzo 2010	22	Huesca	4	Servicios	Mujeres	4462
Marzo 2010	22	Huesca		Sin empleo anterior	Hombres	192
Marzo 2010	22	Huesca		Sin empleo anterior	Mujeres	428
Marzo 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	378
Marzo 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	165
Marzo 2010	44	Teruel	2	Industria y energía	Hombres	996
Marzo 2010	44	Teruel	2	Industria y energía	Mujeres	560
Marzo 2010	44	Teruel	3	Construcción	Hombres	1734
Marzo 2010	44	Teruel	3	Construcción	Mujeres	122
Marzo 2010	44	Teruel	4	Servicios	Hombres	1492
Marzo 2010	44	Teruel	4	Servicios	Mujeres	2782
Marzo 2010	44	Teruel		Sin empleo anterior	Hombres	154
Marzo 2010	44	Teruel		Sin empleo anterior	Mujeres	264
Marzo 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1762
Marzo 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	679
Marzo 2010	50	Zaragoza	2	Industria y energía	Hombres	7105
Marzo 2010	50	Zaragoza	2	Industria y energía	Mujeres	4972
Marzo 2010	50	Zaragoza	3	Construcción	Hombres	11989
Marzo 2010	50	Zaragoza	3	Construcción	Mujeres	1061
Marzo 2010	50	Zaragoza	4	Servicios	Hombres	16494
Marzo 2010	50	Zaragoza	4	Servicios	Mujeres	25311
Marzo 2010	50	Zaragoza		Sin empleo anterior	Hombres	1484
Marzo 2010	50	Zaragoza		Sin empleo anterior	Mujeres	2967
Febrero 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	750
Febrero 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	254
Febrero 2010	22	Huesca	2	Industria y energía	Hombres	1097
Febrero 2010	22	Huesca	2	Industria y energía	Mujeres	552
Febrero 2010	22	Huesca	3	Construcción	Hombres	2732
Febrero 2010	22	Huesca	3	Construcción	Mujeres	204
Febrero 2010	22	Huesca	4	Servicios	Hombres	2594
Febrero 2010	22	Huesca	4	Servicios	Mujeres	4425
Febrero 2010	22	Huesca		Sin empleo anterior	Hombres	180
Febrero 2010	22	Huesca		Sin empleo anterior	Mujeres	377
Febrero 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	378
Febrero 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	150
Febrero 2010	44	Teruel	2	Industria y energía	Hombres	1020
Febrero 2010	44	Teruel	2	Industria y energía	Mujeres	577
Febrero 2010	44	Teruel	3	Construcción	Hombres	1696
Febrero 2010	44	Teruel	3	Construcción	Mujeres	126
Febrero 2010	44	Teruel	4	Servicios	Hombres	1488
Febrero 2010	44	Teruel	4	Servicios	Mujeres	2859
Febrero 2010	44	Teruel		Sin empleo anterior	Hombres	148
Febrero 2010	44	Teruel		Sin empleo anterior	Mujeres	247
Febrero 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1609
Febrero 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	618
Febrero 2010	50	Zaragoza	2	Industria y energía	Hombres	6930
Febrero 2010	50	Zaragoza	2	Industria y energía	Mujeres	4820
Febrero 2010	50	Zaragoza	3	Construcción	Hombres	11761
Febrero 2010	50	Zaragoza	3	Construcción	Mujeres	1039
Febrero 2010	50	Zaragoza	4	Servicios	Hombres	15910
Febrero 2010	50	Zaragoza	4	Servicios	Mujeres	24757
Febrero 2010	50	Zaragoza		Sin empleo anterior	Hombres	1339
Febrero 2010	50	Zaragoza		Sin empleo anterior	Mujeres	2768
Enero 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	752
Enero 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	242
Enero 2010	22	Huesca	2	Industria y energía	Hombres	1097
Enero 2010	22	Huesca	2	Industria y energía	Mujeres	547
Enero 2010	22	Huesca	3	Construcción	Hombres	2709
Enero 2010	22	Huesca	3	Construcción	Mujeres	196
Enero 2010	22	Huesca	4	Servicios	Hombres	2586
Enero 2010	22	Huesca	4	Servicios	Mujeres	4337
Enero 2010	22	Huesca		Sin empleo anterior	Hombres	174
Enero 2010	22	Huesca		Sin empleo anterior	Mujeres	348
Enero 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	362
Enero 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	167
Enero 2010	44	Teruel	2	Industria y energía	Hombres	1011
Enero 2010	44	Teruel	2	Industria y energía	Mujeres	547
Enero 2010	44	Teruel	3	Construcción	Hombres	1663
Enero 2010	44	Teruel	3	Construcción	Mujeres	123
Enero 2010	44	Teruel	4	Servicios	Hombres	1460
Enero 2010	44	Teruel	4	Servicios	Mujeres	2823
Enero 2010	44	Teruel		Sin empleo anterior	Hombres	138
Enero 2010	44	Teruel		Sin empleo anterior	Mujeres	231
Enero 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1493
Enero 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	608
Enero 2010	50	Zaragoza	2	Industria y energía	Hombres	6953
Enero 2010	50	Zaragoza	2	Industria y energía	Mujeres	4799
Enero 2010	50	Zaragoza	3	Construcción	Hombres	11514
Enero 2010	50	Zaragoza	3	Construcción	Mujeres	1034
Enero 2010	50	Zaragoza	4	Servicios	Hombres	15552
Enero 2010	50	Zaragoza	4	Servicios	Mujeres	24035
Enero 2010	50	Zaragoza		Sin empleo anterior	Hombres	1270
Enero 2010	50	Zaragoza		Sin empleo anterior	Mujeres	2501
Diciembre 2009	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	751
Diciembre 2009	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	226
Diciembre 2009	22	Huesca	2	Industria y energía	Hombres	1013
Diciembre 2009	22	Huesca	2	Industria y energía	Mujeres	516
Diciembre 2009	22	Huesca	3	Construcción	Hombres	2642
Diciembre 2009	22	Huesca	3	Construcción	Mujeres	195
Diciembre 2009	22	Huesca	4	Servicios	Hombres	2505
Diciembre 2009	22	Huesca	4	Servicios	Mujeres	4074
Diciembre 2009	22	Huesca		Sin empleo anterior	Hombres	175
Diciembre 2009	22	Huesca		Sin empleo anterior	Mujeres	332
Diciembre 2009	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	337
Diciembre 2009	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	163
Diciembre 2009	44	Teruel	2	Industria y energía	Hombres	958
Diciembre 2009	44	Teruel	2	Industria y energía	Mujeres	535
Diciembre 2009	44	Teruel	3	Construcción	Hombres	1565
Diciembre 2009	44	Teruel	3	Construcción	Mujeres	125
Diciembre 2009	44	Teruel	4	Servicios	Hombres	1373
Diciembre 2009	44	Teruel	4	Servicios	Mujeres	2684
Diciembre 2009	44	Teruel		Sin empleo anterior	Hombres	130
Diciembre 2009	44	Teruel		Sin empleo anterior	Mujeres	229
Diciembre 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1515
Diciembre 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	609
Diciembre 2009	50	Zaragoza	2	Industria y energía	Hombres	6914
Diciembre 2009	50	Zaragoza	2	Industria y energía	Mujeres	4766
Diciembre 2009	50	Zaragoza	3	Construcción	Hombres	11231
Diciembre 2009	50	Zaragoza	3	Construcción	Mujeres	981
Diciembre 2009	50	Zaragoza	4	Servicios	Hombres	15070
Diciembre 2009	50	Zaragoza	4	Servicios	Mujeres	22428
Diciembre 2009	50	Zaragoza		Sin empleo anterior	Hombres	1228
Diciembre 2009	50	Zaragoza		Sin empleo anterior	Mujeres	2353
Noviembre 2009	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	812
Noviembre 2009	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	242
Noviembre 2009	22	Huesca	2	Industria y energía	Hombres	945
Noviembre 2009	22	Huesca	2	Industria y energía	Mujeres	492
Noviembre 2009	22	Huesca	3	Construcción	Hombres	2349
Noviembre 2009	22	Huesca	3	Construcción	Mujeres	169
Noviembre 2009	22	Huesca	4	Servicios	Hombres	2485
Noviembre 2009	22	Huesca	4	Servicios	Mujeres	4207
Noviembre 2009	22	Huesca		Sin empleo anterior	Hombres	177
Noviembre 2009	22	Huesca		Sin empleo anterior	Mujeres	355
Noviembre 2009	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	313
Noviembre 2009	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	171
Noviembre 2009	44	Teruel	2	Industria y energía	Hombres	922
Noviembre 2009	44	Teruel	2	Industria y energía	Mujeres	520
Noviembre 2009	44	Teruel	3	Construcción	Hombres	1394
Noviembre 2009	44	Teruel	3	Construcción	Mujeres	116
Noviembre 2009	44	Teruel	4	Servicios	Hombres	1364
Noviembre 2009	44	Teruel	4	Servicios	Mujeres	2674
Noviembre 2009	44	Teruel		Sin empleo anterior	Hombres	143
Noviembre 2009	44	Teruel		Sin empleo anterior	Mujeres	250
Noviembre 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1595
Noviembre 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	592
Noviembre 2009	50	Zaragoza	2	Industria y energía	Hombres	6616
Noviembre 2009	50	Zaragoza	2	Industria y energía	Mujeres	4590
Noviembre 2009	50	Zaragoza	3	Construcción	Hombres	10205
Noviembre 2009	50	Zaragoza	3	Construcción	Mujeres	938
Noviembre 2009	50	Zaragoza	4	Servicios	Hombres	14402
Noviembre 2009	50	Zaragoza	4	Servicios	Mujeres	22434
Noviembre 2009	50	Zaragoza		Sin empleo anterior	Hombres	1276
Noviembre 2009	50	Zaragoza		Sin empleo anterior	Mujeres	2448
Octubre 2009	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	843
Octubre 2009	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	263
Octubre 2009	22	Huesca	2	Industria y energía	Hombres	950
Octubre 2009	22	Huesca	2	Industria y energía	Mujeres	500
Octubre 2009	22	Huesca	3	Construcción	Hombres	2297
Octubre 2009	22	Huesca	3	Construcción	Mujeres	180
Octubre 2009	22	Huesca	4	Servicios	Hombres	2472
Octubre 2009	22	Huesca	4	Servicios	Mujeres	4232
Octubre 2009	22	Huesca		Sin empleo anterior	Hombres	172
Octubre 2009	22	Huesca		Sin empleo anterior	Mujeres	364
Octubre 2009	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	294
Octubre 2009	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	145
Octubre 2009	44	Teruel	2	Industria y energía	Hombres	837
Octubre 2009	44	Teruel	2	Industria y energía	Mujeres	501
Octubre 2009	44	Teruel	3	Construcción	Hombres	1324
Octubre 2009	44	Teruel	3	Construcción	Mujeres	122
Octubre 2009	44	Teruel	4	Servicios	Hombres	1297
Octubre 2009	44	Teruel	4	Servicios	Mujeres	2537
Octubre 2009	44	Teruel		Sin empleo anterior	Hombres	134
Octubre 2009	44	Teruel		Sin empleo anterior	Mujeres	235
Octubre 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1610
Octubre 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	518
Octubre 2009	50	Zaragoza	2	Industria y energía	Hombres	6601
Octubre 2009	50	Zaragoza	2	Industria y energía	Mujeres	4552
Octubre 2009	50	Zaragoza	3	Construcción	Hombres	10034
Octubre 2009	50	Zaragoza	3	Construcción	Mujeres	928
Octubre 2009	50	Zaragoza	4	Servicios	Hombres	14046
Octubre 2009	50	Zaragoza	4	Servicios	Mujeres	22088
Octubre 2009	50	Zaragoza		Sin empleo anterior	Hombres	1275
Octubre 2009	50	Zaragoza		Sin empleo anterior	Mujeres	2369
Septiembre 2009	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	754
Septiembre 2009	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	212
Septiembre 2009	22	Huesca	2	Industria y energía	Hombres	917
Septiembre 2009	22	Huesca	2	Industria y energía	Mujeres	547
Septiembre 2009	22	Huesca	3	Construcción	Hombres	2302
Septiembre 2009	22	Huesca	3	Construcción	Mujeres	176
Septiembre 2009	22	Huesca	4	Servicios	Hombres	2297
Septiembre 2009	22	Huesca	4	Servicios	Mujeres	3938
Septiembre 2009	22	Huesca		Sin empleo anterior	Hombres	170
Septiembre 2009	22	Huesca		Sin empleo anterior	Mujeres	337
Septiembre 2009	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	259
Septiembre 2009	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	103
Septiembre 2009	44	Teruel	2	Industria y energía	Hombres	850
Septiembre 2009	44	Teruel	2	Industria y energía	Mujeres	506
Septiembre 2009	44	Teruel	3	Construcción	Hombres	1306
Septiembre 2009	44	Teruel	3	Construcción	Mujeres	106
Septiembre 2009	44	Teruel	4	Servicios	Hombres	1258
Septiembre 2009	44	Teruel	4	Servicios	Mujeres	2322
Septiembre 2009	44	Teruel		Sin empleo anterior	Hombres	140
Septiembre 2009	44	Teruel		Sin empleo anterior	Mujeres	220
Septiembre 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1115
Septiembre 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	416
Septiembre 2009	50	Zaragoza	2	Industria y energía	Hombres	6585
Septiembre 2009	50	Zaragoza	2	Industria y energía	Mujeres	4613
Septiembre 2009	50	Zaragoza	3	Construcción	Hombres	9985
Septiembre 2009	50	Zaragoza	3	Construcción	Mujeres	920
Septiembre 2009	50	Zaragoza	4	Servicios	Hombres	13779
Septiembre 2009	50	Zaragoza	4	Servicios	Mujeres	21705
Septiembre 2009	50	Zaragoza		Sin empleo anterior	Hombres	1284
Septiembre 2009	50	Zaragoza		Sin empleo anterior	Mujeres	2324
Agosto 2009	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	516
Agosto 2009	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	158
Agosto 2009	22	Huesca	2	Industria y energía	Hombres	940
Agosto 2009	22	Huesca	2	Industria y energía	Mujeres	553
Agosto 2009	22	Huesca	3	Construcción	Hombres	2348
Agosto 2009	22	Huesca	3	Construcción	Mujeres	164
Agosto 2009	22	Huesca	4	Servicios	Hombres	2019
Agosto 2009	22	Huesca	4	Servicios	Mujeres	3636
Agosto 2009	22	Huesca		Sin empleo anterior	Hombres	157
Agosto 2009	22	Huesca		Sin empleo anterior	Mujeres	286
Agosto 2009	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	262
Agosto 2009	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	102
Agosto 2009	44	Teruel	2	Industria y energía	Hombres	863
Agosto 2009	44	Teruel	2	Industria y energía	Mujeres	491
Agosto 2009	44	Teruel	3	Construcción	Hombres	1352
Agosto 2009	44	Teruel	3	Construcción	Mujeres	111
Agosto 2009	44	Teruel	4	Servicios	Hombres	1262
Agosto 2009	44	Teruel	4	Servicios	Mujeres	2176
Agosto 2009	44	Teruel		Sin empleo anterior	Hombres	140
Agosto 2009	44	Teruel		Sin empleo anterior	Mujeres	210
Agosto 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1003
Agosto 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	392
Agosto 2009	50	Zaragoza	2	Industria y energía	Hombres	6911
Agosto 2009	50	Zaragoza	2	Industria y energía	Mujeres	4819
Agosto 2009	50	Zaragoza	3	Construcción	Hombres	10063
Agosto 2009	50	Zaragoza	3	Construcción	Mujeres	942
Agosto 2009	50	Zaragoza	4	Servicios	Hombres	13813
Agosto 2009	50	Zaragoza	4	Servicios	Mujeres	21738
Agosto 2009	50	Zaragoza		Sin empleo anterior	Hombres	1230
Agosto 2009	50	Zaragoza		Sin empleo anterior	Mujeres	2073
Julio 2009	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	448
Julio 2009	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	133
Julio 2009	22	Huesca	2	Industria y energía	Hombres	903
Julio 2009	22	Huesca	2	Industria y energía	Mujeres	542
Julio 2009	22	Huesca	3	Construcción	Hombres	2258
Julio 2009	22	Huesca	3	Construcción	Mujeres	167
Julio 2009	22	Huesca	4	Servicios	Hombres	1990
Julio 2009	22	Huesca	4	Servicios	Mujeres	3481
Julio 2009	22	Huesca		Sin empleo anterior	Hombres	173
Julio 2009	22	Huesca		Sin empleo anterior	Mujeres	292
Julio 2009	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	219
Julio 2009	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	84
Julio 2009	44	Teruel	2	Industria y energía	Hombres	893
Julio 2009	44	Teruel	2	Industria y energía	Mujeres	492
Julio 2009	44	Teruel	3	Construcción	Hombres	1332
Julio 2009	44	Teruel	3	Construcción	Mujeres	115
Julio 2009	44	Teruel	4	Servicios	Hombres	1250
Julio 2009	44	Teruel	4	Servicios	Mujeres	2180
Julio 2009	44	Teruel		Sin empleo anterior	Hombres	154
Julio 2009	44	Teruel		Sin empleo anterior	Mujeres	226
Julio 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1125
Julio 2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	415
Julio 2009	50	Zaragoza	2	Industria y energía	Hombres	6820
Julio 2009	50	Zaragoza	2	Industria y energía	Mujeres	4689
