Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Comarca Código	Comarca Nombre
2009	Hombres	30-34	13	33	Matarraña / Matarranya
2009	Hombres	35-39	7	33	Matarraña / Matarranya
2009	Hombres	40-44	6	33	Matarraña / Matarranya
2009	Hombres	45-49	5	33	Matarraña / Matarranya
2009	Hombres	50-54	1	33	Matarraña / Matarranya
2009	Hombres	55-59	2	33	Matarraña / Matarranya
2009	Hombres	60-64	4	33	Matarraña / Matarranya
2009	Hombres	Más de 64	1	33	Matarraña / Matarranya
2009	Hombres	16-19	3	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	20-24	14	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	25-29	22	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	30-34	31	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	35-39	27	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	40-44	17	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	45-49	14	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	50-54	4	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	55-59	5	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hombres	60-64	1	NC	Municipio del centro de trabajo fuera de Aragón
2009	Mujeres	16-19	2	01	La Jacetania
2009	Mujeres	20-24	3	01	La Jacetania
2009	Mujeres	25-29	9	01	La Jacetania
2009	Mujeres	30-34	7	01	La Jacetania
2009	Mujeres	35-39	3	01	La Jacetania
2009	Mujeres	40-44	6	01	La Jacetania
2009	Mujeres	45-49	10	01	La Jacetania
2009	Mujeres	50-54	6	01	La Jacetania
2009	Mujeres	55-59	4	01	La Jacetania
2009	Mujeres	60-64	2	01	La Jacetania
2009	Mujeres	16-19	1	02	Alto Gállego
2009	Mujeres	20-24	1	02	Alto Gállego
2009	Mujeres	25-29	2	02	Alto Gállego
2009	Mujeres	30-34	7	02	Alto Gállego
2009	Mujeres	35-39	5	02	Alto Gállego
2009	Mujeres	40-44	4	02	Alto Gállego
2009	Mujeres	45-49	5	02	Alto Gállego
2009	Mujeres	50-54	1	02	Alto Gállego
2009	Mujeres	55-59	3	02	Alto Gállego
2009	Mujeres	16-19	1	03	Sobrarbe
2009	Mujeres	20-24	1	03	Sobrarbe
2009	Mujeres	25-29	2	03	Sobrarbe
2009	Mujeres	30-34	2	03	Sobrarbe
2009	Mujeres	35-39	1	03	Sobrarbe
2009	Mujeres	45-49	1	03	Sobrarbe
2009	Mujeres	50-54	2	03	Sobrarbe
2009	Mujeres	60-64	1	03	Sobrarbe
2009	Mujeres	16-19	1	04	La Ribagorza
2009	Mujeres	20-24	3	04	La Ribagorza
2009	Mujeres	25-29	2	04	La Ribagorza
2009	Mujeres	30-34	6	04	La Ribagorza
2009	Mujeres	35-39	4	04	La Ribagorza
2009	Mujeres	40-44	4	04	La Ribagorza
2009	Mujeres	45-49	6	04	La Ribagorza
2009	Mujeres	50-54	3	04	La Ribagorza
2009	Mujeres	55-59	1	04	La Ribagorza
2009	Mujeres	60-64	2	04	La Ribagorza
2009	Mujeres	16-19	1	05	Cinco Villas
2009	Mujeres	20-24	4	05	Cinco Villas
2009	Mujeres	25-29	8	05	Cinco Villas
2009	Mujeres	30-34	16	05	Cinco Villas
2009	Mujeres	35-39	12	05	Cinco Villas
2009	Mujeres	40-44	15	05	Cinco Villas
2009	Mujeres	45-49	19	05	Cinco Villas
2009	Mujeres	50-54	8	05	Cinco Villas
2009	Mujeres	55-59	6	05	Cinco Villas
2009	Mujeres	Más de 64	1	05	Cinco Villas
2009	Mujeres	16-19	12	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	20-24	21	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	25-29	24	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	30-34	26	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	35-39	27	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	40-44	18	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	45-49	28	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	50-54	23	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	55-59	22	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	60-64	7	06	Hoya de Huesca / Plana de Uesca
2009	Mujeres	20-24	3	07	Somontano de Barbastro
2009	Mujeres	25-29	6	07	Somontano de Barbastro
2009	Mujeres	30-34	7	07	Somontano de Barbastro
2009	Mujeres	35-39	13	07	Somontano de Barbastro
2009	Mujeres	40-44	12	07	Somontano de Barbastro
2009	Mujeres	45-49	12	07	Somontano de Barbastro
2009	Mujeres	50-54	8	07	Somontano de Barbastro
2009	Mujeres	55-59	2	07	Somontano de Barbastro
2009	Mujeres	60-64	2	07	Somontano de Barbastro
2009	Mujeres	20-24	1	08	Cinca Medio
2009	Mujeres	25-29	6	08	Cinca Medio
2009	Mujeres	30-34	9	08	Cinca Medio
2009	Mujeres	35-39	6	08	Cinca Medio
2009	Mujeres	40-44	4	08	Cinca Medio
2009	Mujeres	45-49	10	08	Cinca Medio
2009	Mujeres	50-54	7	08	Cinca Medio
2009	Mujeres	55-59	3	08	Cinca Medio
2009	Mujeres	20-24	4	09	La Litera / La Llitera
2009	Mujeres	25-29	4	09	La Litera / La Llitera
2009	Mujeres	30-34	3	09	La Litera / La Llitera
2009	Mujeres	35-39	3	09	La Litera / La Llitera
2009	Mujeres	40-44	7	09	La Litera / La Llitera
2009	Mujeres	45-49	7	09	La Litera / La Llitera
2009	Mujeres	50-54	6	09	La Litera / La Llitera
2009	Mujeres	55-59	4	09	La Litera / La Llitera
2009	Mujeres	60-64	1	09	La Litera / La Llitera
2009	Mujeres	20-24	1	10	Los Monegros
2009	Mujeres	25-29	4	10	Los Monegros
2009	Mujeres	30-34	3	10	Los Monegros
2009	Mujeres	35-39	1	10	Los Monegros
2009	Mujeres	40-44	5	10	Los Monegros
2009	Mujeres	45-49	1	10	Los Monegros
2009	Mujeres	50-54	1	10	Los Monegros
2009	Mujeres	60-64	4	10	Los Monegros
2009	Mujeres	16-19	1	11	Bajo Cinca / Baix Cinca
2009	Mujeres	20-24	4	11	Bajo Cinca / Baix Cinca
2009	Mujeres	25-29	9	11	Bajo Cinca / Baix Cinca
2009	Mujeres	30-34	8	11	Bajo Cinca / Baix Cinca
2009	Mujeres	35-39	7	11	Bajo Cinca / Baix Cinca
2009	Mujeres	40-44	8	11	Bajo Cinca / Baix Cinca
2009	Mujeres	45-49	10	11	Bajo Cinca / Baix Cinca
2009	Mujeres	50-54	3	11	Bajo Cinca / Baix Cinca
2009	Mujeres	55-59	2	11	Bajo Cinca / Baix Cinca
2009	Mujeres	20-24	3	12	Tarazona y el Moncayo
2009	Mujeres	25-29	3	12	Tarazona y el Moncayo
2009	Mujeres	30-34	2	12	Tarazona y el Moncayo
2009	Mujeres	35-39	2	12	Tarazona y el Moncayo
2009	Mujeres	40-44	7	12	Tarazona y el Moncayo
2009	Mujeres	45-49	3	12	Tarazona y el Moncayo
2009	Mujeres	50-54	2	12	Tarazona y el Moncayo
2009	Mujeres	55-59	4	12	Tarazona y el Moncayo
2009	Mujeres	60-64	1	12	Tarazona y el Moncayo
2009	Mujeres	16-19	4	13	Campo de Borja
2009	Mujeres	20-24	9	13	Campo de Borja
2009	Mujeres	25-29	12	13	Campo de Borja
2009	Mujeres	30-34	18	13	Campo de Borja
2009	Mujeres	35-39	11	13	Campo de Borja
2009	Mujeres	40-44	12	13	Campo de Borja
2009	Mujeres	45-49	5	13	Campo de Borja
2009	Mujeres	50-54	3	13	Campo de Borja
2009	Mujeres	55-59	1	13	Campo de Borja
2009	Mujeres	20-24	2	14	Aranda
2009	Mujeres	30-34	2	14	Aranda
2009	Mujeres	35-39	2	14	Aranda
2009	Mujeres	40-44	1	14	Aranda
2009	Mujeres	45-49	6	14	Aranda
2009	Mujeres	50-54	2	14	Aranda
2009	Mujeres	20-24	17	15	Ribera Alta del Ebro
2009	Mujeres	25-29	32	15	Ribera Alta del Ebro
2009	Mujeres	30-34	27	15	Ribera Alta del Ebro
2009	Mujeres	35-39	23	15	Ribera Alta del Ebro
2009	Mujeres	40-44	21	15	Ribera Alta del Ebro
2009	Mujeres	45-49	19	15	Ribera Alta del Ebro
2009	Mujeres	50-54	10	15	Ribera Alta del Ebro
2009	Mujeres	55-59	6	15	Ribera Alta del Ebro
2009	Mujeres	60-64	2	15	Ribera Alta del Ebro
2009	Mujeres	Más de 64	1	15	Ribera Alta del Ebro
2009	Mujeres	16-19	2	16	Valdejalón
2009	Mujeres	20-24	7	16	Valdejalón
2009	Mujeres	25-29	23	16	Valdejalón
2009	Mujeres	30-34	19	16	Valdejalón
2009	Mujeres	35-39	15	16	Valdejalón
2009	Mujeres	40-44	19	16	Valdejalón
2009	Mujeres	45-49	8	16	Valdejalón
2009	Mujeres	50-54	15	16	Valdejalón
2009	Mujeres	55-59	5	16	Valdejalón
2009	Mujeres	60-64	1	16	Valdejalón
2009	Mujeres	16-19	30	17	D.C. Zaragoza
2009	Mujeres	20-24	229	17	D.C. Zaragoza
2009	Mujeres	25-29	348	17	D.C. Zaragoza
2009	Mujeres	30-34	351	17	D.C. Zaragoza
2009	Mujeres	35-39	365	17	D.C. Zaragoza
2009	Mujeres	40-44	311	17	D.C. Zaragoza
2009	Mujeres	45-49	351	17	D.C. Zaragoza
2009	Mujeres	50-54	289	17	D.C. Zaragoza
2009	Mujeres	55-59	184	17	D.C. Zaragoza
2009	Mujeres	60-64	75	17	D.C. Zaragoza
2009	Mujeres	Más de 64	5	17	D.C. Zaragoza
2009	Mujeres	20-24	1	18	Ribera Baja del Ebro
2009	Mujeres	25-29	6	18	Ribera Baja del Ebro
2009	Mujeres	30-34	4	18	Ribera Baja del Ebro
2009	Mujeres	35-39	2	18	Ribera Baja del Ebro
2009	Mujeres	40-44	7	18	Ribera Baja del Ebro
2009	Mujeres	45-49	4	18	Ribera Baja del Ebro
2009	Mujeres	50-54	2	18	Ribera Baja del Ebro
2009	Mujeres	55-59	1	18	Ribera Baja del Ebro
2009	Mujeres	60-64	2	18	Ribera Baja del Ebro
2009	Mujeres	Más de 64	1	18	Ribera Baja del Ebro
2009	Mujeres	16-19	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	20-24	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	25-29	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	30-34	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	35-39	6	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	40-44	7	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	45-49	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	50-54	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	55-59	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	60-64	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Mujeres	16-19	2	20	Comunidad de Calatayud
2009	Mujeres	20-24	8	20	Comunidad de Calatayud
2009	Mujeres	25-29	8	20	Comunidad de Calatayud
2009	Mujeres	30-34	13	20	Comunidad de Calatayud
2009	Mujeres	35-39	14	20	Comunidad de Calatayud
2009	Mujeres	40-44	9	20	Comunidad de Calatayud
2009	Mujeres	45-49	11	20	Comunidad de Calatayud
2009	Mujeres	50-54	12	20	Comunidad de Calatayud
2009	Mujeres	55-59	8	20	Comunidad de Calatayud
2009	Mujeres	60-64	3	20	Comunidad de Calatayud
2009	Mujeres	20-24	1	21	Campo de Cariñena
2009	Mujeres	25-29	1	21	Campo de Cariñena
2009	Mujeres	30-34	1	21	Campo de Cariñena
2009	Mujeres	35-39	5	21	Campo de Cariñena
2009	Mujeres	40-44	1	21	Campo de Cariñena
2009	Mujeres	45-49	4	21	Campo de Cariñena
2009	Mujeres	50-54	5	21	Campo de Cariñena
2009	Mujeres	55-59	1	21	Campo de Cariñena
2009	Mujeres	60-64	1	21	Campo de Cariñena
2009	Mujeres	30-34	2	22	Campo de Belchite
2009	Mujeres	35-39	2	22	Campo de Belchite
2009	Mujeres	40-44	1	22	Campo de Belchite
2009	Mujeres	45-49	2	22	Campo de Belchite
2009	Mujeres	50-54	3	22	Campo de Belchite
2009	Mujeres	16-19	1	23	Bajo Martín
2009	Mujeres	20-24	3	23	Bajo Martín
2009	Mujeres	25-29	4	23	Bajo Martín
2009	Mujeres	30-34	1	23	Bajo Martín
2009	Mujeres	40-44	4	23	Bajo Martín
2009	Mujeres	45-49	3	23	Bajo Martín
2009	Mujeres	50-54	2	23	Bajo Martín
2009	Mujeres	55-59	2	23	Bajo Martín
2009	Mujeres	16-19	1	24	Campo de Daroca
2009	Mujeres	20-24	3	24	Campo de Daroca
2009	Mujeres	25-29	2	24	Campo de Daroca
2009	Mujeres	30-34	1	24	Campo de Daroca
2009	Mujeres	35-39	2	24	Campo de Daroca
2009	Mujeres	45-49	2	24	Campo de Daroca
2009	Mujeres	50-54	1	24	Campo de Daroca
2009	Mujeres	16-19	1	25	Jiloca
2009	Mujeres	25-29	10	25	Jiloca
2009	Mujeres	30-34	6	25	Jiloca
2009	Mujeres	35-39	1	25	Jiloca
2009	Mujeres	40-44	4	25	Jiloca
2009	Mujeres	45-49	5	25	Jiloca
2009	Mujeres	50-54	3	25	Jiloca
2009	Mujeres	20-24	2	26	Cuencas Mineras
2009	Mujeres	25-29	4	26	Cuencas Mineras
2009	Mujeres	30-34	3	26	Cuencas Mineras
2009	Mujeres	35-39	3	26	Cuencas Mineras
2009	Mujeres	40-44	2	26	Cuencas Mineras
2009	Mujeres	45-49	2	26	Cuencas Mineras
2009	Mujeres	16-19	1	27	Andorra-Sierra de Arcos
2009	Mujeres	20-24	1	27	Andorra-Sierra de Arcos
2009	Mujeres	25-29	6	27	Andorra-Sierra de Arcos
2009	Mujeres	30-34	3	27	Andorra-Sierra de Arcos
2009	Mujeres	35-39	3	27	Andorra-Sierra de Arcos
2009	Mujeres	40-44	3	27	Andorra-Sierra de Arcos
2009	Mujeres	45-49	4	27	Andorra-Sierra de Arcos
2009	Mujeres	50-54	3	27	Andorra-Sierra de Arcos
2009	Mujeres	55-59	1	27	Andorra-Sierra de Arcos
2009	Mujeres	16-19	1	28	Bajo Aragón
2009	Mujeres	20-24	9	28	Bajo Aragón
2009	Mujeres	25-29	13	28	Bajo Aragón
2009	Mujeres	30-34	11	28	Bajo Aragón
2009	Mujeres	35-39	9	28	Bajo Aragón
2009	Mujeres	40-44	5	28	Bajo Aragón
2009	Mujeres	45-49	10	28	Bajo Aragón
2009	Mujeres	50-54	7	28	Bajo Aragón
2009	Mujeres	55-59	3	28	Bajo Aragón
2009	Mujeres	60-64	2	28	Bajo Aragón
2009	Mujeres	16-19	1	29	Comunidad de Teruel
2009	Mujeres	20-24	7	29	Comunidad de Teruel
2009	Mujeres	25-29	14	29	Comunidad de Teruel
2009	Mujeres	30-34	15	29	Comunidad de Teruel
2009	Mujeres	35-39	24	29	Comunidad de Teruel
2009	Mujeres	40-44	19	29	Comunidad de Teruel
2009	Mujeres	45-49	15	29	Comunidad de Teruel
2009	Mujeres	50-54	17	29	Comunidad de Teruel
2009	Mujeres	55-59	13	29	Comunidad de Teruel
2009	Mujeres	60-64	5	29	Comunidad de Teruel
2009	Mujeres	Más de 64	3	29	Comunidad de Teruel
2009	Mujeres	20-24	1	31	Sierra de Albarracín
2009	Mujeres	30-34	3	31	Sierra de Albarracín
2009	Mujeres	35-39	1	31	Sierra de Albarracín
2009	Mujeres	40-44	1	31	Sierra de Albarracín
2009	Mujeres	55-59	1	31	Sierra de Albarracín
2009	Mujeres	16-19	1	32	Gúdar-Javalambre
2009	Mujeres	20-24	3	32	Gúdar-Javalambre
2009	Mujeres	25-29	5	32	Gúdar-Javalambre
2009	Mujeres	30-34	2	32	Gúdar-Javalambre
2009	Mujeres	35-39	2	32	Gúdar-Javalambre
2009	Mujeres	40-44	3	32	Gúdar-Javalambre
2009	Mujeres	45-49	1	32	Gúdar-Javalambre
2009	Mujeres	50-54	1	32	Gúdar-Javalambre
2009	Mujeres	55-59	1	32	Gúdar-Javalambre
2009	Mujeres	20-24	3	33	Matarraña / Matarranya
2009	Mujeres	25-29	1	33	Matarraña / Matarranya
2009	Mujeres	30-34	1	33	Matarraña / Matarranya
2009	Mujeres	35-39	1	33	Matarraña / Matarranya
2009	Mujeres	45-49	2	33	Matarraña / Matarranya
2009	Mujeres	50-54	2	33	Matarraña / Matarranya
2009	Mujeres	55-59	1	33	Matarraña / Matarranya
2009	Mujeres	25-29	3	NC	Municipio del centro de trabajo fuera de Aragón
2009	Mujeres	30-34	2	NC	Municipio del centro de trabajo fuera de Aragón
2009	Mujeres	35-39	4	NC	Municipio del centro de trabajo fuera de Aragón
2009	Mujeres	40-44	3	NC	Municipio del centro de trabajo fuera de Aragón
2009	Mujeres	45-49	3	NC	Municipio del centro de trabajo fuera de Aragón
2009	Mujeres	50-54	1	NC	Municipio del centro de trabajo fuera de Aragón
2009	Mujeres	55-59	1	NC	Municipio del centro de trabajo fuera de Aragón
2009	Mujeres	60-64	1	NC	Municipio del centro de trabajo fuera de Aragón
2008	Hombres	16-19	6	01	La Jacetania
2008	Hombres	20-24	23	01	La Jacetania
2008	Hombres	25-29	22	01	La Jacetania
2008	Hombres	30-34	33	01	La Jacetania
2008	Hombres	35-39	34	01	La Jacetania
2008	Hombres	40-44	24	01	La Jacetania
2008	Hombres	45-49	17	01	La Jacetania
2008	Hombres	50-54	23	01	La Jacetania
2008	Hombres	55-59	16	01	La Jacetania
2008	Hombres	60-64	6	01	La Jacetania
2008	Hombres	16-19	5	02	Alto Gállego
2008	Hombres	20-24	22	02	Alto Gállego
2008	Hombres	25-29	35	02	Alto Gállego
2008	Hombres	30-34	34	02	Alto Gállego
2008	Hombres	35-39	26	02	Alto Gállego
2008	Hombres	40-44	18	02	Alto Gállego
2008	Hombres	45-49	13	02	Alto Gállego
2008	Hombres	50-54	11	02	Alto Gállego
2008	Hombres	55-59	9	02	Alto Gállego
2008	Hombres	60-64	5	02	Alto Gállego
2008	Hombres	Más de 64	1	02	Alto Gállego
2008	Hombres	16-19	3	03	Sobrarbe
2008	Hombres	20-24	8	03	Sobrarbe
2008	Hombres	25-29	12	03	Sobrarbe
2008	Hombres	30-34	11	03	Sobrarbe
2008	Hombres	35-39	9	03	Sobrarbe
2008	Hombres	40-44	11	03	Sobrarbe
2008	Hombres	45-49	9	03	Sobrarbe
2008	Hombres	50-54	6	03	Sobrarbe
2008	Hombres	55-59	2	03	Sobrarbe
2008	Hombres	60-64	4	03	Sobrarbe
2008	Hombres	16-19	2	04	La Ribagorza
2008	Hombres	20-24	21	04	La Ribagorza
2008	Hombres	25-29	22	04	La Ribagorza
2008	Hombres	30-34	31	04	La Ribagorza
2008	Hombres	35-39	14	04	La Ribagorza
2008	Hombres	40-44	17	04	La Ribagorza
2008	Hombres	45-49	9	04	La Ribagorza
2008	Hombres	50-54	14	04	La Ribagorza
2008	Hombres	55-59	6	04	La Ribagorza
2008	Hombres	60-64	3	04	La Ribagorza
2008	Hombres	16-19	19	05	Cinco Villas
2008	Hombres	20-24	57	05	Cinco Villas
2008	Hombres	25-29	73	05	Cinco Villas
2008	Hombres	30-34	70	05	Cinco Villas
2008	Hombres	35-39	68	05	Cinco Villas
2008	Hombres	40-44	56	05	Cinco Villas
2008	Hombres	45-49	46	05	Cinco Villas
2008	Hombres	50-54	52	05	Cinco Villas
2008	Hombres	55-59	18	05	Cinco Villas
2008	Hombres	60-64	11	05	Cinco Villas
2008	Hombres	16-19	32	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	20-24	82	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	25-29	125	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	30-34	119	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	35-39	108	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	40-44	114	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	45-49	91	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	50-54	66	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	55-59	50	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	60-64	23	06	Hoya de Huesca / Plana de Uesca
2008	Hombres	16-19	11	07	Somontano de Barbastro
2008	Hombres	20-24	49	07	Somontano de Barbastro
2008	Hombres	25-29	58	07	Somontano de Barbastro
2008	Hombres	30-34	45	07	Somontano de Barbastro
2008	Hombres	35-39	46	07	Somontano de Barbastro
2008	Hombres	40-44	50	07	Somontano de Barbastro
2008	Hombres	45-49	43	07	Somontano de Barbastro
2008	Hombres	50-54	23	07	Somontano de Barbastro
2008	Hombres	55-59	10	07	Somontano de Barbastro
2008	Hombres	60-64	5	07	Somontano de Barbastro
2008	Hombres	16-19	21	08	Cinca Medio
2008	Hombres	20-24	41	08	Cinca Medio
2008	Hombres	25-29	54	08	Cinca Medio
2008	Hombres	30-34	60	08	Cinca Medio
2008	Hombres	35-39	56	08	Cinca Medio
2008	Hombres	40-44	57	08	Cinca Medio
2008	Hombres	45-49	48	08	Cinca Medio
2008	Hombres	50-54	34	08	Cinca Medio
2008	Hombres	55-59	16	08	Cinca Medio
2008	Hombres	60-64	9	08	Cinca Medio
2008	Hombres	Más de 64	1	08	Cinca Medio
2008	Hombres	16-19	11	09	La Litera / La Llitera
2008	Hombres	20-24	41	09	La Litera / La Llitera
2008	Hombres	25-29	49	09	La Litera / La Llitera
2008	Hombres	30-34	47	09	La Litera / La Llitera
2008	Hombres	35-39	43	09	La Litera / La Llitera
2008	Hombres	40-44	45	09	La Litera / La Llitera
2008	Hombres	45-49	29	09	La Litera / La Llitera
2008	Hombres	50-54	21	09	La Litera / La Llitera
2008	Hombres	55-59	24	09	La Litera / La Llitera
2008	Hombres	60-64	15	09	La Litera / La Llitera
2008	Hombres	16-19	7	10	Los Monegros
2008	Hombres	20-24	22	10	Los Monegros
2008	Hombres	25-29	29	10	Los Monegros
2008	Hombres	30-34	31	10	Los Monegros
2008	Hombres	35-39	19	10	Los Monegros
2008	Hombres	40-44	18	10	Los Monegros
2008	Hombres	45-49	19	10	Los Monegros
2008	Hombres	50-54	14	10	Los Monegros
2008	Hombres	55-59	13	10	Los Monegros
2008	Hombres	60-64	3	10	Los Monegros
2008	Hombres	16-19	20	11	Bajo Cinca / Baix Cinca
2008	Hombres	20-24	44	11	Bajo Cinca / Baix Cinca
2008	Hombres	25-29	32	11	Bajo Cinca / Baix Cinca
2008	Hombres	30-34	56	11	Bajo Cinca / Baix Cinca
2008	Hombres	35-39	43	11	Bajo Cinca / Baix Cinca
2008	Hombres	40-44	38	11	Bajo Cinca / Baix Cinca
2008	Hombres	45-49	30	11	Bajo Cinca / Baix Cinca
2008	Hombres	50-54	20	11	Bajo Cinca / Baix Cinca
2008	Hombres	55-59	15	11	Bajo Cinca / Baix Cinca
2008	Hombres	60-64	12	11	Bajo Cinca / Baix Cinca
2008	Hombres	16-19	10	12	Tarazona y el Moncayo
2008	Hombres	20-24	19	12	Tarazona y el Moncayo
2008	Hombres	25-29	37	12	Tarazona y el Moncayo
2008	Hombres	30-34	26	12	Tarazona y el Moncayo
2008	Hombres	35-39	34	12	Tarazona y el Moncayo
2008	Hombres	40-44	29	12	Tarazona y el Moncayo
2008	Hombres	45-49	17	12	Tarazona y el Moncayo
2008	Hombres	50-54	18	12	Tarazona y el Moncayo
2008	Hombres	55-59	12	12	Tarazona y el Moncayo
2008	Hombres	60-64	7	12	Tarazona y el Moncayo
2008	Hombres	Más de 64	3	12	Tarazona y el Moncayo
2008	Hombres	16-19	13	13	Campo de Borja
2008	Hombres	20-24	18	13	Campo de Borja
2008	Hombres	25-29	37	13	Campo de Borja
2008	Hombres	30-34	42	13	Campo de Borja
2008	Hombres	35-39	51	13	Campo de Borja
2008	Hombres	40-44	42	13	Campo de Borja
2008	Hombres	45-49	16	13	Campo de Borja
2008	Hombres	50-54	16	13	Campo de Borja
2008	Hombres	55-59	13	13	Campo de Borja
2008	Hombres	60-64	4	13	Campo de Borja
2008	Hombres	16-19	4	14	Aranda
2008	Hombres	20-24	6	14	Aranda
2008	Hombres	25-29	9	14	Aranda
2008	Hombres	30-34	6	14	Aranda
2008	Hombres	35-39	5	14	Aranda
2008	Hombres	40-44	9	14	Aranda
2008	Hombres	45-49	4	14	Aranda
2008	Hombres	50-54	6	14	Aranda
2008	Hombres	55-59	2	14	Aranda
2008	Hombres	60-64	1	14	Aranda
2008	Hombres	16-19	30	15	Ribera Alta del Ebro
2008	Hombres	20-24	88	15	Ribera Alta del Ebro
2008	Hombres	25-29	142	15	Ribera Alta del Ebro
2008	Hombres	30-34	164	15	Ribera Alta del Ebro
2008	Hombres	35-39	150	15	Ribera Alta del Ebro
2008	Hombres	40-44	83	15	Ribera Alta del Ebro
2008	Hombres	45-49	86	15	Ribera Alta del Ebro
2008	Hombres	50-54	56	15	Ribera Alta del Ebro
2008	Hombres	55-59	35	15	Ribera Alta del Ebro
2008	Hombres	60-64	14	15	Ribera Alta del Ebro
2008	Hombres	16-19	21	16	Valdejalón
2008	Hombres	20-24	57	16	Valdejalón
2008	Hombres	25-29	94	16	Valdejalón
2008	Hombres	30-34	84	16	Valdejalón
2008	Hombres	35-39	92	16	Valdejalón
2008	Hombres	40-44	64	16	Valdejalón
2008	Hombres	45-49	59	16	Valdejalón
2008	Hombres	50-54	29	16	Valdejalón
2008	Hombres	55-59	20	16	Valdejalón
2008	Hombres	60-64	14	16	Valdejalón
2008	Hombres	16-19	308	17	D.C. Zaragoza
2008	Hombres	20-24	1092	17	D.C. Zaragoza
2008	Hombres	25-29	1566	17	D.C. Zaragoza
2008	Hombres	30-34	1631	17	D.C. Zaragoza
2008	Hombres	35-39	1381	17	D.C. Zaragoza
2008	Hombres	40-44	1168	17	D.C. Zaragoza
2008	Hombres	45-49	877	17	D.C. Zaragoza
2008	Hombres	50-54	645	17	D.C. Zaragoza
2008	Hombres	55-59	540	17	D.C. Zaragoza
2008	Hombres	60-64	191	17	D.C. Zaragoza
2008	Hombres	Más de 64	13	17	D.C. Zaragoza
2008	Hombres	16-19	4	18	Ribera Baja del Ebro
2008	Hombres	20-24	17	18	Ribera Baja del Ebro
2008	Hombres	25-29	22	18	Ribera Baja del Ebro
2008	Hombres	30-34	18	18	Ribera Baja del Ebro
2008	Hombres	35-39	17	18	Ribera Baja del Ebro
2008	Hombres	40-44	16	18	Ribera Baja del Ebro
2008	Hombres	45-49	9	18	Ribera Baja del Ebro
2008	Hombres	50-54	14	18	Ribera Baja del Ebro
2008	Hombres	55-59	6	18	Ribera Baja del Ebro
2008	Hombres	60-64	2	18	Ribera Baja del Ebro
2008	Hombres	16-19	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	20-24	14	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	25-29	16	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	30-34	23	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	35-39	18	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	40-44	15	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	45-49	15	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	50-54	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	55-59	7	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	60-64	6	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008	Hombres	16-19	8	20	Comunidad de Calatayud
