Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Número de contratos	CCAA nombre
Septiembre 2006	200609	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2460	Aragón
Septiembre 2006	200609	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Agosto 2006	200608	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12848	Aragón
Agosto 2006	200608	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	932	Aragón
Agosto 2006	200608	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1454	Aragón
Agosto 2006	200608	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5767	Aragón
Agosto 2006	200608	Hombres	No consta	No consta	No consta	No consta	10	Aragón
Agosto 2006	200608	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12475	Aragón
Agosto 2006	200608	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	565	Aragón
Agosto 2006	200608	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	755	Aragón
Agosto 2006	200608	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Agosto 2006	200608	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2207	Aragón
Agosto 2006	200608	Mujeres	No consta	No consta	No consta	No consta	8	Aragón
Julio 2006	200607	Hombres	Españoles	Españoles	Españoles	ESPAÑA	18637	Aragón
Julio 2006	200607	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	835	Aragón
Julio 2006	200607	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1543	Aragón
Julio 2006	200607	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5573	Aragón
Julio 2006	200607	Hombres	No consta	No consta	No consta	No consta	10	Aragón
Julio 2006	200607	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	17808	Aragón
Julio 2006	200607	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	638	Aragón
Julio 2006	200607	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	855	Aragón
Julio 2006	200607	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2207	Aragón
Julio 2006	200607	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Junio 2006	200606	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17403	Aragón
Junio 2006	200606	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	823	Aragón
Junio 2006	200606	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1857	Aragón
Junio 2006	200606	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Junio 2006	200606	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6321	Aragón
Junio 2006	200606	Hombres	No consta	No consta	No consta	No consta	5	Aragón
Junio 2006	200606	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16662	Aragón
Junio 2006	200606	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	595	Aragón
Junio 2006	200606	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1005	Aragón
Junio 2006	200606	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2226	Aragón
Junio 2006	200606	Mujeres	No consta	No consta	No consta	No consta	4	Aragón
Mayo 2006	200605	Hombres	Españoles	Españoles	Españoles	ESPAÑA	16003	Aragón
Mayo 2006	200605	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1240	Aragón
Mayo 2006	200605	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2287	Aragón
Mayo 2006	200605	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	7710	Aragón
Mayo 2006	200605	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Mayo 2006	200605	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15372	Aragón
Mayo 2006	200605	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	791	Aragón
Mayo 2006	200605	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1266	Aragón
Mayo 2006	200605	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Mayo 2006	200605	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2325	Aragón
Mayo 2006	200605	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Abril 2006	200604	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11716	Aragón
Abril 2006	200604	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	510	Aragón
Abril 2006	200604	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1266	Aragón
Abril 2006	200604	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4340	Aragón
Abril 2006	200604	Hombres	No consta	No consta	No consta	No consta	6	Aragón
Abril 2006	200604	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12205	Aragón
Abril 2006	200604	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	175	Aragón
Abril 2006	200604	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	579	Aragón
Abril 2006	200604	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1528	Aragón
Marzo 2006	200603	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14770	Aragón
Marzo 2006	200603	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	518	Aragón
Marzo 2006	200603	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1604	Aragón
Marzo 2006	200603	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Marzo 2006	200603	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4428	Aragón
Marzo 2006	200603	Hombres	No consta	No consta	No consta	No consta	8	Aragón
Marzo 2006	200603	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14001	Aragón
Marzo 2006	200603	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	169	Aragón
Marzo 2006	200603	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	631	Aragón
Marzo 2006	200603	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Marzo 2006	200603	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1781	Aragón
Marzo 2006	200603	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Febrero 2006	200602	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13478	Aragón
Febrero 2006	200602	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	581	Aragón
Febrero 2006	200602	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1590	Aragón
Febrero 2006	200602	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4077	Aragón
Febrero 2006	200602	Hombres	No consta	No consta	No consta	No consta	11	Aragón
Febrero 2006	200602	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13123	Aragón
Febrero 2006	200602	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	168	Aragón
Febrero 2006	200602	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	584	Aragón
Febrero 2006	200602	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Febrero 2006	200602	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1663	Aragón
Febrero 2006	200602	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Enero 2006	200601	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13907	Aragón
Enero 2006	200601	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	597	Aragón
Enero 2006	200601	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1462	Aragón
Enero 2006	200601	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Enero 2006	200601	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3936	Aragón
Enero 2006	200601	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Enero 2006	200601	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13686	Aragón
Enero 2006	200601	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	192	Aragón
Enero 2006	200601	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	478	Aragón
Enero 2006	200601	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1466	Aragón
Enero 2006	200601	Mujeres	No consta	No consta	No consta	No consta	4	Aragón
Diciembre 2005	200512	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11199	Aragón
Diciembre 2005	200512	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	363	Aragón
Diciembre 2005	200512	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	954	Aragón
Diciembre 2005	200512	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Diciembre 2005	200512	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3148	Aragón
Diciembre 2005	200512	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Diciembre 2005	200512	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13094	Aragón
Diciembre 2005	200512	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	146	Aragón
Diciembre 2005	200512	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	451	Aragón
Diciembre 2005	200512	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Diciembre 2005	200512	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1464	Aragón
Diciembre 2005	200512	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Noviembre 2005	200511	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14061	Aragón
Noviembre 2005	200511	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	557	Aragón
Noviembre 2005	200511	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1401	Aragón
Noviembre 2005	200511	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4087	Aragón
Noviembre 2005	200511	Hombres	No consta	No consta	No consta	No consta	8	Aragón
Noviembre 2005	200511	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14764	Aragón
Noviembre 2005	200511	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	186	Aragón
Noviembre 2005	200511	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	505	Aragón
Noviembre 2005	200511	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Noviembre 2005	200511	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1534	Aragón
Noviembre 2005	200511	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Octubre 2005	200510	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14688	Aragón
Octubre 2005	200510	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	479	Aragón
Octubre 2005	200510	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1202	Aragón
Octubre 2005	200510	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3889	Aragón
Octubre 2005	200510	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Octubre 2005	200510	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16479	Aragón
Octubre 2005	200510	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	194	Aragón
Octubre 2005	200510	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	559	Aragón
Octubre 2005	200510	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1613	Aragón
Octubre 2005	200510	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Septiembre 2005	200509	Hombres	Españoles	Españoles	Españoles	ESPAÑA	16157	Aragón
Septiembre 2005	200509	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	686	Aragón
Septiembre 2005	200509	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1446	Aragón
Septiembre 2005	200509	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5356	Aragón
Septiembre 2005	200509	Hombres	No consta	No consta	No consta	No consta	12	Aragón
Septiembre 2005	200509	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	17636	Aragón
Septiembre 2005	200509	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	258	Aragón
Septiembre 2005	200509	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	616	Aragón
Septiembre 2005	200509	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1948	Aragón
Septiembre 2005	200509	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Agosto 2005	200508	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12550	Aragón
Agosto 2005	200508	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	600	Aragón
Agosto 2005	200508	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1473	Aragón
Agosto 2005	200508	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5332	Aragón
Agosto 2005	200508	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Agosto 2005	200508	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11990	Aragón
Agosto 2005	200508	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	228	Aragón
Agosto 2005	200508	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	718	Aragón
Agosto 2005	200508	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Agosto 2005	200508	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1904	Aragón
Agosto 2005	200508	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Julio 2005	200507	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17393	Aragón
Julio 2005	200507	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	545	Aragón
Julio 2005	200507	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1600	Aragón
Julio 2005	200507	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Julio 2005	200507	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4799	Aragón
Julio 2005	200507	Hombres	No consta	No consta	No consta	No consta	5	Aragón
Julio 2005	200507	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16800	Aragón
Julio 2005	200507	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	233	Aragón
Julio 2005	200507	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	752	Aragón
Julio 2005	200507	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1750	Aragón
Julio 2005	200507	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Junio 2005	200506	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17267	Aragón
Junio 2005	200506	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	640	Aragón
Junio 2005	200506	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1983	Aragón
Junio 2005	200506	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Junio 2005	200506	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6398	Aragón
Junio 2005	200506	Hombres	No consta	No consta	No consta	No consta	8	Aragón
Junio 2005	200506	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16080	Aragón
Junio 2005	200506	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	248	Aragón
Junio 2005	200506	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1133	Aragón
Junio 2005	200506	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Junio 2005	200506	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2038	Aragón
Junio 2005	200506	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Mayo 2005	200505	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14802	Aragón
Mayo 2005	200505	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	629	Aragón
Mayo 2005	200505	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2039	Aragón
Mayo 2005	200505	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6374	Aragón
Mayo 2005	200505	Hombres	No consta	No consta	No consta	No consta	9	Aragón
Mayo 2005	200505	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14333	Aragón
Mayo 2005	200505	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	224	Aragón
Mayo 2005	200505	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1048	Aragón
Mayo 2005	200505	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1880	Aragón
Mayo 2005	200505	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
