Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Temporalidad	Modalidad	orden_modalidad	Grupo de tipo de contrato	Grupo de tipo de contrato	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	21	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	71	110802	1560,591549295774647887323943661971830986
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	65	95706	1472,4
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1080	360
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	3	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	18	28541	1585,611111111111111111111111111111111111
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	35	51688	1476,8
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	4	1440	360
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	124	30558	246,435483870967741935483870967741935484
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	21	7159	340,904761904761904761904761904761904762
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	21	4500	214,285714285714285714285714285714285714
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	30	9425	314,166666666666666666666666666666666667
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	19	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	29	1703	58,7241379310344827586206896551724137931
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	17	0	0
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	22	3024	137,454545454545454545454545454545454545
Mayo 2009	200905	Mayo	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	3	540	180
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1136	0	0
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	57	6185	108,508771929824561403508771929824561404
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	579	0	0
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	60	2106	35,1
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	774	52566	67,91472868217054263565891472868217054264
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	672	38984	58,01190476190476190476190476190476190476
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	43	0	0
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	15	986	65,73333333333333333333333333333333333333
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	229	0	0
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	132	2781	21,06818181818181818181818181818181818182
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	4	1440	360
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	5	1800	360
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	4	0	0
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	14	18632	1330,857142857142857142857142857142857143
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	18	21839	1213,277777777777777777777777777777777778
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1789	1789
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	6	7207	1201,166666666666666666666666666666666667
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	29	5262	181,448275862068965517241379310344827586
Abril 2009	200904	Abril	2009	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	3	542	180,666666666666666666666666666666666667
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	14	2520	180
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	360	180
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Abril 2009	200904	Abril	2009	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	1	10	2671	267,1
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	775	0	0
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	21	1301	61,95238095238095238095238095238095238095
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	162	0	0
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	38	1827	48,07894736842105263157894736842105263158
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	330	27241	82,54848484848484848484848484848484848485
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	370	20587	55,64054054054054054054054054054054054054
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	24	0	0
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	22	636	28,90909090909090909090909090909090909091
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	98	0	0
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	86	1174	13,65116279069767441860465116279069767442
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	7	10834	1547,714285714285714285714285714285714286
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	7	7994	1142
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	629	629
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	4	5652	1413
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	2	360	180
Abril 2009	200904	Abril	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	3	540	180
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	360	360
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Abril 2009	200904	Abril	2009	44	Teruel	Mujeres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4294	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	470	25124	53,4553191489361702127659574468085106383
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2098	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	523	25288	48,35181644359464627151051625239005736138
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3512	202655	57,70358769931662870159453302961275626424
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3460	197667	57,12919075144508670520231213872832369942
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	223	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	89	9673	108,685393258426966292134831460674157303
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1149	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	625	26472	42,3552
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	16	5580	348,75
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	13	4321	332,384615384615384615384615384615384615
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	28	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	67	105157	1569,507462686567164179104477611940298507
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	75	106556	1420,746666666666666666666666666666666667
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	6	2160	360
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	2	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	16	25786	1611,625
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	31	44716	1442,451612903225806451612903225806451613
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1080	360
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	30	5653	188,433333333333333333333333333333333333
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	17	6617	389,235294117647058823529411764705882353
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	10	1800	180
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	18	5041	280,055555555555555555555555555555555556
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	6	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	9	1890	210
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	28	0	0
Abril 2009	200904	Abril	2009	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	12	2461	205,083333333333333333333333333333333333
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	943	0	0
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	42	4501	107,166666666666666666666666666666666667
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	396	0	0
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	38	3808	100,210526315789473684210526315789473684
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	791	50085	63,31858407079646017699115044247787610619
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	593	31682	53,42664418212478920741989881956155143339
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	48	0	0
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	9	130	14,44444444444444444444444444444444444444
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	260	0	0
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	106	3388	31,96226415094339622641509433962264150943
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	4	1440	360
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	7	2520	360
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	22	30174	1371,545454545454545454545454545454545455
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	13	17373	1336,384615384615384615384615384615384615
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	15	2975	198,333333333333333333333333333333333333
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	4	720	180
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	17	3109	182,882352941176470588235294117647058824
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	360	180
Marzo 2009	200903	Marzo	2009	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	0	3	0	0
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	0	4	0	0
Marzo 2009	200903	Marzo	2009	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	1	5	1320	264
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	671	0	0
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	32	1896	59,25
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	162	0	0
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	17	965	56,76470588235294117647058823529411764706
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	377	31335	83,11671087533156498673740053050397877984
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	390	23812	61,05641025641025641025641025641025641026
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	36	0	0
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	16	276	17,25
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	127	0	0
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	93	4410	47,41935483870967741935483870967741935484
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	2	720	360
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	13	16818	1293,692307692307692307692307692307692308
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	11	13843	1258,454545454545454545454545454545454545
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1736	1736
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	180	180
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	180	180
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	360	180
Marzo 2009	200903	Marzo	2009	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	1	1	360	360
Marzo 2009	200903	Marzo	2009	44	Teruel	Mujeres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Marzo 2009	200903	Marzo	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	3987	0	0
Marzo 2009	200903	Marzo	2009	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	451	28487	63,16407982261640798226164079822616407982
Marzo 2009	200903	Marzo	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1897	0	0
Marzo 2009	200903	Marzo	2009	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	589	27624	46,89983022071307300509337860780984719864
Marzo 2009	200903	Marzo	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Marzo 2009	200903	Marzo	2009	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3571	232422	65,08597031643797255670680481657798935872
