Comarca código	Comarca nombre	Sexo	Edad	Nivel estudios (agregado)	Personas residentes viviendas familiares
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	55 a 59	Tercer grado	14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	60 a 64	Analfabetos	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	60 a 64	Sin estudios	96
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	60 a 64	Primer grado	151
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	60 a 64	Segundo grado	83
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	60 a 64	Tercer grado	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	65 a 69	Analfabetos	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	65 a 69	Sin estudios	145
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	65 a 69	Primer grado	201
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	65 a 69	Segundo grado	68
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	65 a 69	Tercer grado	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	70 a 74	Analfabetos	11
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	70 a 74	Sin estudios	178
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	70 a 74	Primer grado	169
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	70 a 74	Segundo grado	46
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	70 a 74	Tercer grado	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	75 a 79	Analfabetos	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	75 a 79	Sin estudios	171
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	75 a 79	Primer grado	151
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	75 a 79	Segundo grado	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	75 a 79	Tercer grado	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	80 a 84	Analfabetos	15
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	80 a 84	Sin estudios	98
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	80 a 84	Primer grado	81
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	80 a 84	Segundo grado	15
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	80 a 84	Tercer grado	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	85 a 90	Analfabetos	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	85 a 90	Sin estudios	52
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	85 a 90	Primer grado	28
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	85 a 90	Segundo grado	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	90 ó más	Analfabetos	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	90 ó más	Sin estudios	30
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	90 ó más	Primer grado	19
20	Comunidad de Calatayud	Mujeres	16 a 19	Sin estudios	13
20	Comunidad de Calatayud	Mujeres	16 a 19	Primer grado	99
20	Comunidad de Calatayud	Mujeres	16 a 19	Segundo grado	569
20	Comunidad de Calatayud	Mujeres	20 a 24	Analfabetos	7
20	Comunidad de Calatayud	Mujeres	20 a 24	Sin estudios	14
20	Comunidad de Calatayud	Mujeres	20 a 24	Primer grado	60
20	Comunidad de Calatayud	Mujeres	20 a 24	Segundo grado	839
20	Comunidad de Calatayud	Mujeres	20 a 24	Tercer grado	234
20	Comunidad de Calatayud	Mujeres	25 a 29	Analfabetos	5
20	Comunidad de Calatayud	Mujeres	25 a 29	Sin estudios	17
20	Comunidad de Calatayud	Mujeres	25 a 29	Primer grado	108
20	Comunidad de Calatayud	Mujeres	25 a 29	Segundo grado	740
20	Comunidad de Calatayud	Mujeres	25 a 29	Tercer grado	365
20	Comunidad de Calatayud	Mujeres	30 a 34	Analfabetos	5
20	Comunidad de Calatayud	Mujeres	30 a 34	Sin estudios	22
20	Comunidad de Calatayud	Mujeres	30 a 34	Primer grado	118
20	Comunidad de Calatayud	Mujeres	30 a 34	Segundo grado	883
20	Comunidad de Calatayud	Mujeres	30 a 34	Tercer grado	285
20	Comunidad de Calatayud	Mujeres	35 a 39	Analfabetos	4
20	Comunidad de Calatayud	Mujeres	35 a 39	Sin estudios	30
20	Comunidad de Calatayud	Mujeres	35 a 39	Primer grado	161
20	Comunidad de Calatayud	Mujeres	35 a 39	Segundo grado	844
20	Comunidad de Calatayud	Mujeres	35 a 39	Tercer grado	203
20	Comunidad de Calatayud	Mujeres	40 a 44	Analfabetos	10
20	Comunidad de Calatayud	Mujeres	40 a 44	Sin estudios	31
20	Comunidad de Calatayud	Mujeres	40 a 44	Primer grado	213
20	Comunidad de Calatayud	Mujeres	40 a 44	Segundo grado	721
20	Comunidad de Calatayud	Mujeres	40 a 44	Tercer grado	172
20	Comunidad de Calatayud	Mujeres	45 a 49	Analfabetos	9
20	Comunidad de Calatayud	Mujeres	45 a 49	Sin estudios	32
20	Comunidad de Calatayud	Mujeres	45 a 49	Primer grado	252
20	Comunidad de Calatayud	Mujeres	45 a 49	Segundo grado	521
20	Comunidad de Calatayud	Mujeres	45 a 49	Tercer grado	79
20	Comunidad de Calatayud	Mujeres	50 a 54	Analfabetos	11
20	Comunidad de Calatayud	Mujeres	50 a 54	Sin estudios	53
20	Comunidad de Calatayud	Mujeres	50 a 54	Primer grado	416
20	Comunidad de Calatayud	Mujeres	50 a 54	Segundo grado	466
20	Comunidad de Calatayud	Mujeres	50 a 54	Tercer grado	59
20	Comunidad de Calatayud	Mujeres	55 a 59	Analfabetos	12
20	Comunidad de Calatayud	Mujeres	55 a 59	Sin estudios	110
20	Comunidad de Calatayud	Mujeres	55 a 59	Primer grado	571
20	Comunidad de Calatayud	Mujeres	55 a 59	Segundo grado	362
20	Comunidad de Calatayud	Mujeres	55 a 59	Tercer grado	51
20	Comunidad de Calatayud	Mujeres	60 a 64	Analfabetos	12
20	Comunidad de Calatayud	Mujeres	60 a 64	Sin estudios	202
20	Comunidad de Calatayud	Mujeres	60 a 64	Primer grado	579
20	Comunidad de Calatayud	Mujeres	60 a 64	Segundo grado	226
20	Comunidad de Calatayud	Mujeres	60 a 64	Tercer grado	22
20	Comunidad de Calatayud	Mujeres	65 a 69	Analfabetos	34
20	Comunidad de Calatayud	Mujeres	65 a 69	Sin estudios	340
20	Comunidad de Calatayud	Mujeres	65 a 69	Primer grado	803
20	Comunidad de Calatayud	Mujeres	65 a 69	Segundo grado	229
20	Comunidad de Calatayud	Mujeres	65 a 69	Tercer grado	22
20	Comunidad de Calatayud	Mujeres	70 a 74	Analfabetos	53
20	Comunidad de Calatayud	Mujeres	70 a 74	Sin estudios	444
20	Comunidad de Calatayud	Mujeres	70 a 74	Primer grado	895
20	Comunidad de Calatayud	Mujeres	70 a 74	Segundo grado	175
20	Comunidad de Calatayud	Mujeres	70 a 74	Tercer grado	15
20	Comunidad de Calatayud	Mujeres	75 a 79	Analfabetos	67
20	Comunidad de Calatayud	Mujeres	75 a 79	Sin estudios	443
20	Comunidad de Calatayud	Mujeres	75 a 79	Primer grado	790
20	Comunidad de Calatayud	Mujeres	75 a 79	Segundo grado	134
20	Comunidad de Calatayud	Mujeres	75 a 79	Tercer grado	4
20	Comunidad de Calatayud	Mujeres	80 a 84	Analfabetos	55
20	Comunidad de Calatayud	Mujeres	80 a 84	Sin estudios	392
20	Comunidad de Calatayud	Mujeres	80 a 84	Primer grado	437
20	Comunidad de Calatayud	Mujeres	80 a 84	Segundo grado	76
20	Comunidad de Calatayud	Mujeres	80 a 84	Tercer grado	5
20	Comunidad de Calatayud	Mujeres	85 a 90	Analfabetos	42
20	Comunidad de Calatayud	Mujeres	85 a 90	Sin estudios	230
20	Comunidad de Calatayud	Mujeres	85 a 90	Primer grado	242
20	Comunidad de Calatayud	Mujeres	85 a 90	Segundo grado	36
20	Comunidad de Calatayud	Mujeres	85 a 90	Tercer grado	1
20	Comunidad de Calatayud	Mujeres	90 ó más	Analfabetos	54
20	Comunidad de Calatayud	Mujeres	90 ó más	Sin estudios	134
20	Comunidad de Calatayud	Mujeres	90 ó más	Primer grado	115
20	Comunidad de Calatayud	Mujeres	90 ó más	Segundo grado	10
20	Comunidad de Calatayud	Hombres	16 a 19	Analfabetos	4
20	Comunidad de Calatayud	Hombres	16 a 19	Sin estudios	17
20	Comunidad de Calatayud	Hombres	16 a 19	Primer grado	171
20	Comunidad de Calatayud	Hombres	16 a 19	Segundo grado	530
20	Comunidad de Calatayud	Hombres	20 a 24	Analfabetos	3
20	Comunidad de Calatayud	Hombres	20 a 24	Sin estudios	19
20	Comunidad de Calatayud	Hombres	20 a 24	Primer grado	135
20	Comunidad de Calatayud	Hombres	20 a 24	Segundo grado	909
20	Comunidad de Calatayud	Hombres	20 a 24	Tercer grado	129
20	Comunidad de Calatayud	Hombres	25 a 29	Analfabetos	6
20	Comunidad de Calatayud	Hombres	25 a 29	Sin estudios	32
20	Comunidad de Calatayud	Hombres	25 a 29	Primer grado	164
20	Comunidad de Calatayud	Hombres	25 a 29	Segundo grado	994
20	Comunidad de Calatayud	Hombres	25 a 29	Tercer grado	252
20	Comunidad de Calatayud	Hombres	30 a 34	Analfabetos	3
20	Comunidad de Calatayud	Hombres	30 a 34	Sin estudios	20
20	Comunidad de Calatayud	Hombres	30 a 34	Primer grado	205
20	Comunidad de Calatayud	Hombres	30 a 34	Segundo grado	1117
20	Comunidad de Calatayud	Hombres	30 a 34	Tercer grado	224
20	Comunidad de Calatayud	Hombres	35 a 39	Analfabetos	11
20	Comunidad de Calatayud	Hombres	35 a 39	Sin estudios	30
20	Comunidad de Calatayud	Hombres	35 a 39	Primer grado	223
20	Comunidad de Calatayud	Hombres	35 a 39	Segundo grado	1039
20	Comunidad de Calatayud	Hombres	35 a 39	Tercer grado	174
20	Comunidad de Calatayud	Hombres	40 a 44	Analfabetos	2
20	Comunidad de Calatayud	Hombres	40 a 44	Sin estudios	27
20	Comunidad de Calatayud	Hombres	40 a 44	Primer grado	253
20	Comunidad de Calatayud	Hombres	40 a 44	Segundo grado	824
20	Comunidad de Calatayud	Hombres	40 a 44	Tercer grado	161
20	Comunidad de Calatayud	Hombres	45 a 49	Analfabetos	10
20	Comunidad de Calatayud	Hombres	45 a 49	Sin estudios	44
20	Comunidad de Calatayud	Hombres	45 a 49	Primer grado	324
20	Comunidad de Calatayud	Hombres	45 a 49	Segundo grado	611
20	Comunidad de Calatayud	Hombres	45 a 49	Tercer grado	110
20	Comunidad de Calatayud	Hombres	50 a 54	Analfabetos	12
20	Comunidad de Calatayud	Hombres	50 a 54	Sin estudios	62
20	Comunidad de Calatayud	Hombres	50 a 54	Primer grado	364
20	Comunidad de Calatayud	Hombres	50 a 54	Segundo grado	526
20	Comunidad de Calatayud	Hombres	50 a 54	Tercer grado	71
20	Comunidad de Calatayud	Hombres	55 a 59	Analfabetos	9
20	Comunidad de Calatayud	Hombres	55 a 59	Sin estudios	68
20	Comunidad de Calatayud	Hombres	55 a 59	Primer grado	496
20	Comunidad de Calatayud	Hombres	55 a 59	Segundo grado	450
20	Comunidad de Calatayud	Hombres	55 a 59	Tercer grado	46
20	Comunidad de Calatayud	Hombres	60 a 64	Analfabetos	15
20	Comunidad de Calatayud	Hombres	60 a 64	Sin estudios	148
20	Comunidad de Calatayud	Hombres	60 a 64	Primer grado	616
20	Comunidad de Calatayud	Hombres	60 a 64	Segundo grado	270
20	Comunidad de Calatayud	Hombres	60 a 64	Tercer grado	29
20	Comunidad de Calatayud	Hombres	65 a 69	Analfabetos	22
20	Comunidad de Calatayud	Hombres	65 a 69	Sin estudios	334
20	Comunidad de Calatayud	Hombres	65 a 69	Primer grado	813
20	Comunidad de Calatayud	Hombres	65 a 69	Segundo grado	295
20	Comunidad de Calatayud	Hombres	65 a 69	Tercer grado	34
20	Comunidad de Calatayud	Hombres	70 a 74	Analfabetos	32
20	Comunidad de Calatayud	Hombres	70 a 74	Sin estudios	432
20	Comunidad de Calatayud	Hombres	70 a 74	Primer grado	802
20	Comunidad de Calatayud	Hombres	70 a 74	Segundo grado	201
20	Comunidad de Calatayud	Hombres	70 a 74	Tercer grado	21
20	Comunidad de Calatayud	Hombres	75 a 79	Analfabetos	25
20	Comunidad de Calatayud	Hombres	75 a 79	Sin estudios	341
20	Comunidad de Calatayud	Hombres	75 a 79	Primer grado	633
20	Comunidad de Calatayud	Hombres	75 a 79	Segundo grado	134
20	Comunidad de Calatayud	Hombres	75 a 79	Tercer grado	14
20	Comunidad de Calatayud	Hombres	80 a 84	Analfabetos	28
20	Comunidad de Calatayud	Hombres	80 a 84	Sin estudios	230
20	Comunidad de Calatayud	Hombres	80 a 84	Primer grado	294
20	Comunidad de Calatayud	Hombres	80 a 84	Segundo grado	46
20	Comunidad de Calatayud	Hombres	80 a 84	Tercer grado	11
20	Comunidad de Calatayud	Hombres	85 a 90	Analfabetos	12
20	Comunidad de Calatayud	Hombres	85 a 90	Sin estudios	107
20	Comunidad de Calatayud	Hombres	85 a 90	Primer grado	124
20	Comunidad de Calatayud	Hombres	85 a 90	Segundo grado	22
20	Comunidad de Calatayud	Hombres	85 a 90	Tercer grado	8
20	Comunidad de Calatayud	Hombres	90 ó más	Analfabetos	9
20	Comunidad de Calatayud	Hombres	90 ó más	Sin estudios	68
20	Comunidad de Calatayud	Hombres	90 ó más	Primer grado	53
20	Comunidad de Calatayud	Hombres	90 ó más	Segundo grado	6
21	Campo de Cariñena	Mujeres	16 a 19	Sin estudios	5
21	Campo de Cariñena	Mujeres	16 a 19	Primer grado	12
21	Campo de Cariñena	Mujeres	16 a 19	Segundo grado	151
21	Campo de Cariñena	Mujeres	20 a 24	Analfabetos	1
21	Campo de Cariñena	Mujeres	20 a 24	Sin estudios	1
21	Campo de Cariñena	Mujeres	20 a 24	Primer grado	7
21	Campo de Cariñena	Mujeres	20 a 24	Segundo grado	217
21	Campo de Cariñena	Mujeres	20 a 24	Tercer grado	62
21	Campo de Cariñena	Mujeres	25 a 29	Analfabetos	3
21	Campo de Cariñena	Mujeres	25 a 29	Sin estudios	7
21	Campo de Cariñena	Mujeres	25 a 29	Primer grado	10
21	Campo de Cariñena	Mujeres	25 a 29	Segundo grado	225
21	Campo de Cariñena	Mujeres	25 a 29	Tercer grado	82
21	Campo de Cariñena	Mujeres	30 a 34	Analfabetos	1
21	Campo de Cariñena	Mujeres	30 a 34	Sin estudios	2
21	Campo de Cariñena	Mujeres	30 a 34	Primer grado	22
21	Campo de Cariñena	Mujeres	30 a 34	Segundo grado	227
21	Campo de Cariñena	Mujeres	30 a 34	Tercer grado	64
21	Campo de Cariñena	Mujeres	35 a 39	Sin estudios	2
21	Campo de Cariñena	Mujeres	35 a 39	Primer grado	36
21	Campo de Cariñena	Mujeres	35 a 39	Segundo grado	236
21	Campo de Cariñena	Mujeres	35 a 39	Tercer grado	53
21	Campo de Cariñena	Mujeres	40 a 44	Analfabetos	4
21	Campo de Cariñena	Mujeres	40 a 44	Sin estudios	5
21	Campo de Cariñena	Mujeres	40 a 44	Primer grado	48
21	Campo de Cariñena	Mujeres	40 a 44	Segundo grado	239
21	Campo de Cariñena	Mujeres	40 a 44	Tercer grado	34
21	Campo de Cariñena	Mujeres	45 a 49	Sin estudios	10
21	Campo de Cariñena	Mujeres	45 a 49	Primer grado	55
21	Campo de Cariñena	Mujeres	45 a 49	Segundo grado	171
21	Campo de Cariñena	Mujeres	45 a 49	Tercer grado	23
21	Campo de Cariñena	Mujeres	50 a 54	Sin estudios	13
21	Campo de Cariñena	Mujeres	50 a 54	Primer grado	61
21	Campo de Cariñena	Mujeres	50 a 54	Segundo grado	134
21	Campo de Cariñena	Mujeres	50 a 54	Tercer grado	13
21	Campo de Cariñena	Mujeres	55 a 59	Sin estudios	24
21	Campo de Cariñena	Mujeres	55 a 59	Primer grado	100
21	Campo de Cariñena	Mujeres	55 a 59	Segundo grado	128
21	Campo de Cariñena	Mujeres	55 a 59	Tercer grado	9
21	Campo de Cariñena	Mujeres	60 a 64	Analfabetos	4
21	Campo de Cariñena	Mujeres	60 a 64	Sin estudios	42
21	Campo de Cariñena	Mujeres	60 a 64	Primer grado	130
21	Campo de Cariñena	Mujeres	60 a 64	Segundo grado	89
21	Campo de Cariñena	Mujeres	60 a 64	Tercer grado	3
21	Campo de Cariñena	Mujeres	65 a 69	Analfabetos	6
21	Campo de Cariñena	Mujeres	65 a 69	Sin estudios	62
21	Campo de Cariñena	Mujeres	65 a 69	Primer grado	176
21	Campo de Cariñena	Mujeres	65 a 69	Segundo grado	102
21	Campo de Cariñena	Mujeres	65 a 69	Tercer grado	1
21	Campo de Cariñena	Mujeres	70 a 74	Analfabetos	13
21	Campo de Cariñena	Mujeres	70 a 74	Sin estudios	90
21	Campo de Cariñena	Mujeres	70 a 74	Primer grado	219
21	Campo de Cariñena	Mujeres	70 a 74	Segundo grado	110
21	Campo de Cariñena	Mujeres	70 a 74	Tercer grado	1
21	Campo de Cariñena	Mujeres	75 a 79	Analfabetos	9
21	Campo de Cariñena	Mujeres	75 a 79	Sin estudios	92
21	Campo de Cariñena	Mujeres	75 a 79	Primer grado	156
21	Campo de Cariñena	Mujeres	75 a 79	Segundo grado	71
21	Campo de Cariñena	Mujeres	75 a 79	Tercer grado	4
21	Campo de Cariñena	Mujeres	80 a 84	Analfabetos	20
21	Campo de Cariñena	Mujeres	80 a 84	Sin estudios	65
21	Campo de Cariñena	Mujeres	80 a 84	Primer grado	74
21	Campo de Cariñena	Mujeres	80 a 84	Segundo grado	34
21	Campo de Cariñena	Mujeres	85 a 90	Analfabetos	11
21	Campo de Cariñena	Mujeres	85 a 90	Sin estudios	31
21	Campo de Cariñena	Mujeres	85 a 90	Primer grado	43
21	Campo de Cariñena	Mujeres	85 a 90	Segundo grado	14
21	Campo de Cariñena	Mujeres	85 a 90	Tercer grado	1
21	Campo de Cariñena	Mujeres	90 ó más	Analfabetos	16
21	Campo de Cariñena	Mujeres	90 ó más	Sin estudios	26
21	Campo de Cariñena	Mujeres	90 ó más	Primer grado	22
21	Campo de Cariñena	Mujeres	90 ó más	Segundo grado	3
21	Campo de Cariñena	Hombres	16 a 19	Analfabetos	2
21	Campo de Cariñena	Hombres	16 a 19	Sin estudios	3
21	Campo de Cariñena	Hombres	16 a 19	Primer grado	42
21	Campo de Cariñena	Hombres	16 a 19	Segundo grado	149
21	Campo de Cariñena	Hombres	20 a 24	Sin estudios	10
21	Campo de Cariñena	Hombres	20 a 24	Primer grado	15
21	Campo de Cariñena	Hombres	20 a 24	Segundo grado	313
21	Campo de Cariñena	Hombres	20 a 24	Tercer grado	37
21	Campo de Cariñena	Hombres	25 a 29	Analfabetos	2
21	Campo de Cariñena	Hombres	25 a 29	Sin estudios	7
21	Campo de Cariñena	Hombres	25 a 29	Primer grado	36
21	Campo de Cariñena	Hombres	25 a 29	Segundo grado	347
21	Campo de Cariñena	Hombres	25 a 29	Tercer grado	71
21	Campo de Cariñena	Hombres	30 a 34	Analfabetos	2
21	Campo de Cariñena	Hombres	30 a 34	Sin estudios	6
21	Campo de Cariñena	Hombres	30 a 34	Primer grado	41
21	Campo de Cariñena	Hombres	30 a 34	Segundo grado	347
21	Campo de Cariñena	Hombres	30 a 34	Tercer grado	52
21	Campo de Cariñena	Hombres	35 a 39	Sin estudios	8
21	Campo de Cariñena	Hombres	35 a 39	Primer grado	50
21	Campo de Cariñena	Hombres	35 a 39	Segundo grado	360
21	Campo de Cariñena	Hombres	35 a 39	Tercer grado	42
21	Campo de Cariñena	Hombres	40 a 44	Analfabetos	2
21	Campo de Cariñena	Hombres	40 a 44	Sin estudios	14
21	Campo de Cariñena	Hombres	40 a 44	Primer grado	61
21	Campo de Cariñena	Hombres	40 a 44	Segundo grado	292
21	Campo de Cariñena	Hombres	40 a 44	Tercer grado	33
21	Campo de Cariñena	Hombres	45 a 49	Analfabetos	2
21	Campo de Cariñena	Hombres	45 a 49	Sin estudios	10
21	Campo de Cariñena	Hombres	45 a 49	Primer grado	52
21	Campo de Cariñena	Hombres	45 a 49	Segundo grado	240
21	Campo de Cariñena	Hombres	45 a 49	Tercer grado	25
21	Campo de Cariñena	Hombres	50 a 54	Analfabetos	2
21	Campo de Cariñena	Hombres	50 a 54	Sin estudios	16
21	Campo de Cariñena	Hombres	50 a 54	Primer grado	81
21	Campo de Cariñena	Hombres	50 a 54	Segundo grado	194
21	Campo de Cariñena	Hombres	50 a 54	Tercer grado	16
21	Campo de Cariñena	Hombres	55 a 59	Analfabetos	4
21	Campo de Cariñena	Hombres	55 a 59	Sin estudios	20
21	Campo de Cariñena	Hombres	55 a 59	Primer grado	100
21	Campo de Cariñena	Hombres	55 a 59	Segundo grado	140
21	Campo de Cariñena	Hombres	55 a 59	Tercer grado	6
21	Campo de Cariñena	Hombres	60 a 64	Sin estudios	36
21	Campo de Cariñena	Hombres	60 a 64	Primer grado	116
21	Campo de Cariñena	Hombres	60 a 64	Segundo grado	116
21	Campo de Cariñena	Hombres	60 a 64	Tercer grado	10
21	Campo de Cariñena	Hombres	65 a 69	Analfabetos	4
21	Campo de Cariñena	Hombres	65 a 69	Sin estudios	69
21	Campo de Cariñena	Hombres	65 a 69	Primer grado	175
21	Campo de Cariñena	Hombres	65 a 69	Segundo grado	117
21	Campo de Cariñena	Hombres	65 a 69	Tercer grado	4
21	Campo de Cariñena	Hombres	70 a 74	Analfabetos	1
21	Campo de Cariñena	Hombres	70 a 74	Sin estudios	89
21	Campo de Cariñena	Hombres	70 a 74	Primer grado	203
21	Campo de Cariñena	Hombres	70 a 74	Segundo grado	104
21	Campo de Cariñena	Hombres	70 a 74	Tercer grado	2
21	Campo de Cariñena	Hombres	75 a 79	Analfabetos	5
21	Campo de Cariñena	Hombres	75 a 79	Sin estudios	65
21	Campo de Cariñena	Hombres	75 a 79	Primer grado	137
21	Campo de Cariñena	Hombres	75 a 79	Segundo grado	51
21	Campo de Cariñena	Hombres	75 a 79	Tercer grado	5
21	Campo de Cariñena	Hombres	80 a 84	Analfabetos	6
21	Campo de Cariñena	Hombres	80 a 84	Sin estudios	46
21	Campo de Cariñena	Hombres	80 a 84	Primer grado	73
21	Campo de Cariñena	Hombres	80 a 84	Segundo grado	31
21	Campo de Cariñena	Hombres	85 a 90	Analfabetos	1
21	Campo de Cariñena	Hombres	85 a 90	Sin estudios	20
21	Campo de Cariñena	Hombres	85 a 90	Primer grado	24
21	Campo de Cariñena	Hombres	85 a 90	Segundo grado	14
21	Campo de Cariñena	Hombres	85 a 90	Tercer grado	1
21	Campo de Cariñena	Hombres	90 ó más	Analfabetos	1
21	Campo de Cariñena	Hombres	90 ó más	Sin estudios	16
21	Campo de Cariñena	Hombres	90 ó más	Primer grado	13
21	Campo de Cariñena	Hombres	90 ó más	Segundo grado	4
21	Campo de Cariñena	Hombres	90 ó más	Tercer grado	1
22	Campo de Belchite	Mujeres	16 a 19	Primer grado	11
22	Campo de Belchite	Mujeres	16 a 19	Segundo grado	50
22	Campo de Belchite	Mujeres	20 a 24	Sin estudios	2
22	Campo de Belchite	Mujeres	20 a 24	Primer grado	14
22	Campo de Belchite	Mujeres	20 a 24	Segundo grado	91
22	Campo de Belchite	Mujeres	20 a 24	Tercer grado	14
22	Campo de Belchite	Mujeres	25 a 29	Analfabetos	2
22	Campo de Belchite	Mujeres	25 a 29	Sin estudios	3
22	Campo de Belchite	Mujeres	25 a 29	Primer grado	15
22	Campo de Belchite	Mujeres	25 a 29	Segundo grado	95
22	Campo de Belchite	Mujeres	25 a 29	Tercer grado	51
22	Campo de Belchite	Mujeres	30 a 34	Analfabetos	1
22	Campo de Belchite	Mujeres	30 a 34	Sin estudios	1
22	Campo de Belchite	Mujeres	30 a 34	Primer grado	22
22	Campo de Belchite	Mujeres	30 a 34	Segundo grado	126
22	Campo de Belchite	Mujeres	30 a 34	Tercer grado	14
22	Campo de Belchite	Mujeres	35 a 39	Sin estudios	3
22	Campo de Belchite	Mujeres	35 a 39	Primer grado	23
22	Campo de Belchite	Mujeres	35 a 39	Segundo grado	106
22	Campo de Belchite	Mujeres	35 a 39	Tercer grado	16
22	Campo de Belchite	Mujeres	40 a 44	Analfabetos	1
22	Campo de Belchite	Mujeres	40 a 44	Sin estudios	5
22	Campo de Belchite	Mujeres	40 a 44	Primer grado	22
22	Campo de Belchite	Mujeres	40 a 44	Segundo grado	76
22	Campo de Belchite	Mujeres	40 a 44	Tercer grado	11
22	Campo de Belchite	Mujeres	45 a 49	Sin estudios	13
22	Campo de Belchite	Mujeres	45 a 49	Primer grado	36
22	Campo de Belchite	Mujeres	45 a 49	Segundo grado	75
22	Campo de Belchite	Mujeres	45 a 49	Tercer grado	5
22	Campo de Belchite	Mujeres	50 a 54	Sin estudios	13
22	Campo de Belchite	Mujeres	50 a 54	Primer grado	53
22	Campo de Belchite	Mujeres	50 a 54	Segundo grado	67
22	Campo de Belchite	Mujeres	50 a 54	Tercer grado	4
22	Campo de Belchite	Mujeres	55 a 59	Sin estudios	20
22	Campo de Belchite	Mujeres	55 a 59	Primer grado	89
22	Campo de Belchite	Mujeres	55 a 59	Segundo grado	55
22	Campo de Belchite	Mujeres	55 a 59	Tercer grado	2
22	Campo de Belchite	Mujeres	60 a 64	Analfabetos	3
22	Campo de Belchite	Mujeres	60 a 64	Sin estudios	38
22	Campo de Belchite	Mujeres	60 a 64	Primer grado	103
22	Campo de Belchite	Mujeres	60 a 64	Segundo grado	45
22	Campo de Belchite	Mujeres	60 a 64	Tercer grado	1
22	Campo de Belchite	Mujeres	65 a 69	Analfabetos	1
22	Campo de Belchite	Mujeres	65 a 69	Sin estudios	68
22	Campo de Belchite	Mujeres	65 a 69	Primer grado	141
22	Campo de Belchite	Mujeres	65 a 69	Segundo grado	50
22	Campo de Belchite	Mujeres	70 a 74	Analfabetos	2
22	Campo de Belchite	Mujeres	70 a 74	Sin estudios	117
22	Campo de Belchite	Mujeres	70 a 74	Primer grado	138
22	Campo de Belchite	Mujeres	70 a 74	Segundo grado	24
22	Campo de Belchite	Mujeres	75 a 79	Analfabetos	11
22	Campo de Belchite	Mujeres	75 a 79	Sin estudios	76
22	Campo de Belchite	Mujeres	75 a 79	Primer grado	111
22	Campo de Belchite	Mujeres	75 a 79	Segundo grado	16
22	Campo de Belchite	Mujeres	80 a 84	Analfabetos	5
22	Campo de Belchite	Mujeres	80 a 84	Sin estudios	63
22	Campo de Belchite	Mujeres	80 a 84	Primer grado	59
22	Campo de Belchite	Mujeres	80 a 84	Segundo grado	12
22	Campo de Belchite	Mujeres	85 a 90	Analfabetos	10
22	Campo de Belchite	Mujeres	85 a 90	Sin estudios	42
22	Campo de Belchite	Mujeres	85 a 90	Primer grado	46
22	Campo de Belchite	Mujeres	85 a 90	Segundo grado	6
22	Campo de Belchite	Mujeres	90 ó más	Analfabetos	12
22	Campo de Belchite	Mujeres	90 ó más	Sin estudios	39
